"title","url","stars","name","reviewUrl","text"
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"A great experience- served beautiful food and by wonderful engaging staff.
Thanks Munro and team."
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"An awesome evening, the hosts were amazing and friendly, the service impeccable, the food was of a very high standard. Lovely cool evening finishing with a light show from Mother Nature. Thank you for a wonderful dinner cruise, I highly recommend."
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"We were recommended Cape Adieu Harbour Cruise and were extremely glad we decided to book our dinner cruise with them. The Captain and his crew were friendly and helpful and could not do enough for everyone on board. The food was delicious and the subset magnificent!! Highly recommend"
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"Pinch yourself experience on the harbour in Darwin. Beautiful sunset, great food & A+ service. This is a must for anyone visiting Darwin. Munro, Grace & the team are fantastic hosts!"
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"We had a fantastic time , crew was attentive and great to talk to, food was amazing.
Would certainly recommend ."
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"Wow wow wow, the Sunset Dinner Cruise on Cape Adieu was AMAZING from the boat, staff, food, commentary, cruise, view, just absolutely beautiful, highly recommended ⭐️"
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","4",,,
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"Absolutely beautiful experience. The food was divine and the crew were so lovely! Highly recommend it to anyone visiting Darwin!"
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"What an experience! We celebrated our wedding anniversary on board and it was amazing from the food to the drinks all was 10/10. My dietary requirements were met and they went above and beyond to ensure this was noted on our sheet so everyone knew! We will be back again likely with family."
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"Cape Adieu sunset cruise has it all! Great crew, fantastic food, great boat and top all round experience. Oh, and did I mention the food, stunning menu perfectly presented. A perfect way to compliment a visit to Darwin. Great value for money and simply not to be missed. Thanks team, you nailed it."
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"An unforgettable experience! The cruise offered fresh, locally sourced meals that tasted absolutely amazing. Enjoying such high-quality food while watching a stunning sunset from the boat made it even more special. The service was fantastic—attentive, friendly, and warm—which really added to the relaxed and welcoming atmosphere onboard. Highly recommended for anyone wanting a beautiful evening out on the water."
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"Spectacular food, great service.  Wonderful experience."
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"Beautiful sunset cruise with the gorgeous staff, a  highlight!"
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"Fabulous evening,  great meal and the staff were very professional and informative."
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"The best dinner harbour cruise in Darwin. The staff where fantastic and informative. It was an absolute pleasure to be aboard this cruise. Greg and Gloria"
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","2",,,"Overpriced for what was offered, a mixed review, main course Barra was delious, menu is not suitable if you don't like seafood not a fan of the dessert. Disappointed to sit at uncomfortable camping chairs, no sun protection at beginning of cruise, be aware if you have assessibility issues, you may have issues using facilities. Staff all helpful and friendly. Instructed to turn up at 4.30 but had to wait in the sun until 5pm check in. Just disappointed after spending $360 for 2 people. 5 star price but not 5 star value"
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"What a magical experience aboard Cape Adieu! Staff were warm & friendly they love what they are doing! Food was sensational I don’t know how they did on board. And of course the sunset just topped it off. Highly recommend sunset cruise aboard Cape Adieu, it will not disappoint"
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","4",,,"This sunset dinner cruise was a delightful way to spend an evening in Darwin. The staff were excellent in service and friendliness. The boat was smooth and comfortable. Food was a mixed bag, steak was chewy and veggies were cold, but barra was excellent. Don't expect spectacular views. It's not like Sydney harbour. However the sunset was a highlight.
Overall worth doing even if a little expensive . Depends on your budget."
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"Perfect in every way! Vessel, menu, staff were all incredible. Would do this again any time!"
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"Exceptional cruise, great food and drink options, very friendly and approachable crew who do everything to make your cruise the best, with absolutely gorgeous sunset views
Highly recommend this great Darwin experience"
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"Wonderful experience, excellent food, great staff. I looked at the various cruise options although this was slightly more expensive certainly was worth it . Quality of food (4 courses, not sharing platters or buffet) and service , individual table , not crowded. Highly recommend as excellent value for money for a more personal experience."
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"A fantastic experience. Crew were sensational. Food wonderful.  Sunset amazing. Highly recommended."
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"Such an incredible time spent with much loved friends, the scenery and the food, divine!"
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"Highly recommend! The crew were amazing, so friendly and accommodating. The food was out of this world. The decadent flavours of each course just melt in your mouth. Cudos to the chef, management, and crew! Thank you for such a great memorable experience of our time in Darwin."
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"Incredible experience, amazing stuff, and fantastic food. Cocktails were also 10/10. Dad and I had a fantastic evening, thank you!"
"Cape Adieu Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Cape%20Adieu%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRJSCjV_xWOPk","5",,,"It was such an adventure.  The staff and owners are just amazing and really have the modular right… Best Barramundi we have ever had…. There is nothing I would change.. even had live guitar and violin music…. I wish I live in Darwin so I can go again"
