"title","url","stars","name","reviewUrl","text"
"Darwin Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Darwin%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRFndlTdywI2E","5",,,"This cruise was outstanding. We were on top deck with gaze n graze. The food was amazing n so was the service. Not to forget the sunset which was spectacular, thanks for an unforgettable evening."
"Darwin Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Darwin%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRFndlTdywI2E","3",,,"De boot Chatles Darwin ZEER ONTGOOCHELEND ALS JE BINNEN ZIT. 😠 Je kan niet kiezen waar je zit. 😠 binnen is het veeeeel te warm en is het een overvolle refter , MET NIETS van gezelligheid. 😠 Met EEN CHAOTISCH buffet. 😠 En daardoor passagier en personeel steeds tegen je botsen waar je zit om te passeren, de doorgangen zijn veel te smal zijn. 😠 ALLEEN als je buiten kan zitten is het aangenaam. 😠 Het eten is wel vers. 😠 Vandaar een 3 ster. 😠 Bij het buitengaan nemen ze de mensen die een goede plaats hadden om te vragen voor direct een revieuws te maken op ipad, zodat ze hun verhaal manipuleren. 😠 ALS JE BINNEN ZIT, IS HET VOOR MIJ EEN TOERISTEN VAL. 😠😠😠"
"Darwin Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Darwin%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRFndlTdywI2E","1",,,"Not impressed, the expense certainly did not match the experience.  Aircon was a joke as was the food, too bad the food we got didn't match the food in the picture on the brochure, definitely would not recommend to our friends coming up in a few weeks.."
"Darwin Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Darwin%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRFndlTdywI2E","5",,,"By far the best dinner cruise I have done and a MUST do for any SOLO travellers!! For most solo travellers eating out isn’t always the best experience as most places don’t know what to do with you however this is not the case with the Charles Darwin buffet sunset harbour cruise!
Tonight I had the pleasure of sitting at my own table at the very front of the ship with 3 other solos next to me, it was great company while still making it about your individual experience and not turning it into a group booking - not to mention we clearly had the best seats on board!🤩
The food was great and all the staff were amazing! I do have to make a special mention to one of the crew tho - Lidia - what an absolute gem! Not only was she attentive to what anyone needed but she made the entire experience feel very personal! If she wasn’t working she would have made a great addition to the solo front row! 🤩🤩"
"Darwin Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Darwin%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRFndlTdywI2E","5",,,"Very happy. We sat up top and the view was beautiful. Nice music and generous platters with local produce. I had the gourmet and my daughter had the garden platter. If you love meat go for the gourmet one. The weather was calm and warm. It was lovely watching as the sun set and Darwin City lights began to twinkle. This is my third time (in a span of 25 years). It's a must for me when I visit NT."
"Darwin Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Darwin%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRFndlTdywI2E","5",,,"Lidia was amazing! She went above and beyond to make our night memorable. She’s very personable and charming. Thank you for a wonderful evening 🤗"
"Darwin Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Darwin%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRFndlTdywI2E","5",,,"The sunset views on the cruise were absolutely beautiful and the boat ride was calm and relaxing. Staff were friendly and the overall vibe was really nice.
I really enjoyed the food but if I had to comment one thing it would be adding more variety – especially hot meal options would really enhance the overall experience and make it feel more like a premium sunset dinner cruise.
Overall my experience was great and I would recommend to family and friends."
"Darwin Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Darwin%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRFndlTdywI2E","5",,,"Amazing cruise! Would highly recommend to all my friends and family. Gabby in the office was extremely helpful"
"Darwin Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Darwin%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRFndlTdywI2E","4",,,"Part of a tour package, we did the sunset dinner cruise on a Tuesday night.

Boat left Dock 3 & check-in was very quick, then shown to a window table on lower level.

Full bar service - apparently there was table service but easier to go bar. Quality of wines quite good. Lots of can/bottles to select from

Food was buffet style - prawns, kangaroo, barra, salads, veges - quite good  barra was excellent.  Good selection of dessert & some fruit.

Scenery was nice, pre & post sunset. Didn't get much commentary regarding where we were. Disembarking was quick.

Stokes wharf very convenient for transport & lots of restaurants/bars to entertain post & pre cruise"
"Darwin Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Darwin%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRFndlTdywI2E","5",,,"Interstate visitors, booked the sunset cruise gaze & graze option. Arrived early enough & followed instructions given to us to head to wharf 3, lots of people waiting with some having a dinner booking & others doing same as us. Boat has 3 levels -dining on 1st & 2nd level, G&G on the sun deck. Boarding was a bit chaotic with inpatient people & the walk down the jetty is very steep but has handrails & slip resistant tread, they managed to get everyone on board. Staff were all friendly & service was hectic for them in that first 30 mins or so with everyone wanting drinks given it was still hot in the afternoon. 6pm departure & around 7pm we had our individual gourmet platters, there was so much food on them, we could not get through it all. We sailed at a good pace & was able to enjoy all the sights along the way & staff were attentive to any needs.  Bar tabs finalised at your table & docked back around 8pm. Would highly recommend this sunset cruise to anyone looking for a great night in the water & wants to see the amazing sunsets the NT has to offer. We were staying at Adina apartments & we walked down to pier before & after cruise (10mins). Thanks to all the staff for making it a great cruise."
"Darwin Harbour Cruises","https://www.google.com/maps/search/?api=1&query=Darwin%20Harbour%20Cruises&query_place_id=ChIJESgQdhuRwCwRFndlTdywI2E","4",,,"Really great experience cruising the harbour watching the sun set. We did the grazing option and it was really good. If you choose that, you get allocated a table on the top open deck, which was excellent. Peopleove around to get a sunset pic which is fine, although the wannabe influencers can be a tad annoying.  Definitely worth while experience."
