address,categories/0,categories/1,categoryName,cid,city,countryCode,fid,imageUrl,isAdvertisement,isLocalGuide,language,likesCount,location/lat,location/lng,name,neighborhood,originalLanguage,permanentlyClosed,placeId,postalCode,price,publishAt,publishedAtDate,rating,responseFromOwnerDate,responseFromOwnerText,reviewContext/Reservation recommended,reviewContext/Visited on,reviewContext/Wait time,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewOrigin,reviewUrl,reviewerId,reviewerNumberOfReviews,reviewerPhotoUrl,reviewerUrl,reviewsCount,scrapedAt,searchString,stars,state,street,temporarilyClosed,text,textTranslated,title,totalScore,translatedLanguage,url,visitedIn,review_text,Emotion
"Apartment 6002/7 Anchorage Court, Darwin City NT 0800, Australia",Art gallery,Tourist attraction,Art gallery,7100961683435405007,Darwin City,AU,0x2cc093d12d848f31:0x628baf0750d3becf,https://lh3.googleusercontent.com/p/AF1QipNOng5POB2NkWd1pYAPMFGnbGYtuH5MnwGfsjyE=w408-h249-k-no,False,True,en,0,-12.4692108,130.8464196,Michael MacRae,,en,False,ChIJMY-ELdGTwCwRz77TUAevi2I,800,,2 weeks ago,2025-09-07T06:39:37.536Z,,,,,,No wait,Ci9DQUlRQUNvZENodHljRjlvT2pKT01IaEpiVzV0Tm1sRFFrRlhPV3BPY2sweU0yYxAB,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pKT01IaEpiVzV0Tm1sRFFrRlhPV3BPY2sweU0yYxAB!2m1!1s0x0:0x628baf0750d3becf!3m1!1s2@1:CAIQACodChtycF9oOjJOMHhJbW5tNmlDQkFXOWpOck0yM2c%7C%7C?hl=en,110893205465475899340,89,https://lh3.googleusercontent.com/a-/ALV-UjU2OEY9NULgqKn8KzCYksqGL4tvn8mojLlzAr-QP1j-QqIsD5ihjQ=s1920-c-rp-mo-ba4-br100,https://www.google.com/maps/contrib/110893205465475899340?hl=en,16,2025-09-22T03:30:09.724Z,"Direct Detail URL: https://www.google.com/maps/place/Outstation+Gallery/@-12.4692108,130.8438447,17z/data=!4m8!3m7!1s0x2cc093d12d848f31:0x628baf0750d3becf!8m2!3d-12.4692108!4d130.8464196!9m1!1b1!16s%2Fg%2F1tfthmbz?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D",5,Northern Territory,Apartment 6002/7 Anchorage Court,False,Love everything about this place!,,Outstation Gallery,4.9,,https://www.google.com/maps/search/?api=1&query=Outstation%20Gallery&query_place_id=ChIJMY-ELdGTwCwRz77TUAevi2I,,Love everything about this place!,Positive
"Apartment 6002/7 Anchorage Court, Darwin City NT 0800, Australia",Art gallery,Tourist attraction,Art gallery,7100961683435405007,Darwin City,AU,0x2cc093d12d848f31:0x628baf0750d3becf,https://lh3.googleusercontent.com/p/AF1QipNOng5POB2NkWd1pYAPMFGnbGYtuH5MnwGfsjyE=w408-h249-k-no,False,False,en,0,-12.4692108,130.8464196,Liz Wilson,,,False,ChIJMY-ELdGTwCwRz77TUAevi2I,800,,4 weeks ago,2025-08-24T12:22:55.073Z,,,,,Weekday,No wait,Ci9DQUlRQUNvZENodHljRjlvT2pKdVkwZGlTelJZU0hwNFUzRktjRTlwV2pSZlozYxAB,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pKdVkwZGlTelJZU0hwNFUzRktjRTlwV2pSZlozYxAB!2m1!1s0x0:0x628baf0750d3becf!3m1!1s2@1:CAIQACodChtycF9oOjJuY0diSzRYSHp4U3FKcE9pWjRfZ3c%7C%7C?hl=en,102164227514489596005,2,https://lh3.googleusercontent.com/a/ACg8ocKnXhIqSzPBVouF13hob-fR31ce8ovf589xAgW4tLHK9udCmg=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/102164227514489596005?hl=en,16,2025-09-22T03:30:09.724Z,"Direct Detail URL: https://www.google.com/maps/place/Outstation+Gallery/@-12.4692108,130.8438447,17z/data=!4m8!3m7!1s0x2cc093d12d848f31:0x628baf0750d3becf!8m2!3d-12.4692108!4d130.8464196!9m1!1b1!16s%2Fg%2F1tfthmbz?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D",5,Northern Territory,Apartment 6002/7 Anchorage Court,False,,,Outstation Gallery,4.9,,https://www.google.com/maps/search/?api=1&query=Outstation%20Gallery&query_place_id=ChIJMY-ELdGTwCwRz77TUAevi2I,,,Positive
"Apartment 6002/7 Anchorage Court, Darwin City NT 0800, Australia",Art gallery,Tourist attraction,Art gallery,7100961683435405007,Darwin City,AU,0x2cc093d12d848f31:0x628baf0750d3becf,https://lh3.googleusercontent.com/p/AF1QipNOng5POB2NkWd1pYAPMFGnbGYtuH5MnwGfsjyE=w408-h249-k-no,False,True,en,0,-12.4692108,130.8464196,Robin Mellon,,en,False,ChIJMY-ELdGTwCwRz77TUAevi2I,800,,2 months ago,2025-06-23T23:09:55.640Z,,,,,Weekend,No wait,Ci9DQUlRQUNvZENodHljRjlvT2xsME1FUklSell3UjI5U1QzWkdXRVZGUTFWMGVrRRAB,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xsME1FUklSell3UjI5U1QzWkdXRVZGUTFWMGVrRRAB!2m1!1s0x0:0x628baf0750d3becf!3m1!1s2@1:CAIQACodChtycF9oOll0MERIRzYwR29ST3ZGWEVFQ1V0ekE%7C%7C?hl=en,109124417337399158207,14,https://lh3.googleusercontent.com/a-/ALV-UjW7QDRKYawghjIXJaVjbXWvFeKV5NnFpJX6qMdEv7FmKWqkpTgB=s1920-c-rp-mo-ba2-br100,https://www.google.com/maps/contrib/109124417337399158207?hl=en,16,2025-09-22T03:30:09.724Z,"Direct Detail URL: https://www.google.com/maps/place/Outstation+Gallery/@-12.4692108,130.8438447,17z/data=!4m8!3m7!1s0x2cc093d12d848f31:0x628baf0750d3becf!8m2!3d-12.4692108!4d130.8464196!9m1!1b1!16s%2Fg%2F1tfthmbz?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D",5,Northern Territory,Apartment 6002/7 Anchorage Court,False,"The best Indigenous Art Gallery in Darwin, hands down. Beautiful pieces, knowledgeable team, wonderful stories. Well worth a visit.",,Outstation Gallery,4.9,,https://www.google.com/maps/search/?api=1&query=Outstation%20Gallery&query_place_id=ChIJMY-ELdGTwCwRz77TUAevi2I,,"The best Indigenous Art Gallery in Darwin, hands down. Beautiful pieces, knowledgeable team, wonderful stories. Well worth a visit.",Positive
"Apartment 6002/7 Anchorage Court, Darwin City NT 0800, Australia",Art gallery,Tourist attraction,Art gallery,7100961683435405007,Darwin City,AU,0x2cc093d12d848f31:0x628baf0750d3becf,https://lh3.googleusercontent.com/p/AF1QipNOng5POB2NkWd1pYAPMFGnbGYtuH5MnwGfsjyE=w408-h249-k-no,False,True,en,0,-12.4692108,130.8464196,Scott,,,False,ChIJMY-ELdGTwCwRz77TUAevi2I,800,,6 months ago,2025-03-13T03:33:28.001Z,,,,,,,ChdDSUhNMG9nS0VJQ0FnTURRcmFMLXdRRRAB,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURRcmFMLXdRRRAB!2m1!1s0x0:0x628baf0750d3becf!3m1!1s2@1:CIHM0ogKEICAgMDQraL-wQE%7C%7C?hl=en,116429259305313603638,625,https://lh3.googleusercontent.com/a-/ALV-UjX_veKcbWCq2WhYWcIn0J77drNq2OpSjlw1A2vp8pfYWMj3Oowt=s1920-c-rp-mo-ba6-br100,https://www.google.com/maps/contrib/116429259305313603638?hl=en,16,2025-09-22T03:30:09.724Z,"Direct Detail URL: https://www.google.com/maps/place/Outstation+Gallery/@-12.4692108,130.8438447,17z/data=!4m8!3m7!1s0x2cc093d12d848f31:0x628baf0750d3becf!8m2!3d-12.4692108!4d130.8464196!9m1!1b1!16s%2Fg%2F1tfthmbz?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D",5,Northern Territory,Apartment 6002/7 Anchorage Court,False,,,Outstation Gallery,4.9,,https://www.google.com/maps/search/?api=1&query=Outstation%20Gallery&query_place_id=ChIJMY-ELdGTwCwRz77TUAevi2I,,,Positive
"Apartment 6002/7 Anchorage Court, Darwin City NT 0800, Australia",Art gallery,Tourist attraction,Art gallery,7100961683435405007,Darwin City,AU,0x2cc093d12d848f31:0x628baf0750d3becf,https://lh3.googleusercontent.com/p/AF1QipNOng5POB2NkWd1pYAPMFGnbGYtuH5MnwGfsjyE=w408-h249-k-no,False,True,en,0,-12.4692108,130.8464196,Mark McLaughlan,,en,False,ChIJMY-ELdGTwCwRz77TUAevi2I,800,,11 months ago,2024-10-02T11:58:31.180Z,,,,No,Weekday,No wait,ChZDSUhNMG9nS0VJQ0FnSURuOEp1dmJ3EAE,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURuOEp1dmJ3EAE!2m1!1s0x0:0x628baf0750d3becf!3m1!1s2@1:CIHM0ogKEICAgIDn8Juvbw%7C%7C?hl=en,108316684448521615957,597,https://lh3.googleusercontent.com/a-/ALV-UjWFPzGy8IwqjMq9Rfofv7kD2nO5Sc2IIjieVTbsJuuZontzmUAz4g=s1920-c-rp-mo-ba5-br100,https://www.google.com/maps/contrib/108316684448521615957?hl=en,16,2025-09-22T03:30:09.724Z,"Direct Detail URL: https://www.google.com/maps/place/Outstation+Gallery/@-12.4692108,130.8438447,17z/data=!4m8!3m7!1s0x2cc093d12d848f31:0x628baf0750d3becf!8m2!3d-12.4692108!4d130.8464196!9m1!1b1!16s%2Fg%2F1tfthmbz?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D",5,Northern Territory,Apartment 6002/7 Anchorage Court,False,Just FYI Google shows it in the wrong street. It is very close but on the Gregory St side of the building. Very good gallery. Current exhibition is great but Matt was very helpful providing us a great 101 into the local art scene and lots of tips on Darwin in general.,,Outstation Gallery,4.9,,https://www.google.com/maps/search/?api=1&query=Outstation%20Gallery&query_place_id=ChIJMY-ELdGTwCwRz77TUAevi2I,,Just FYI Google shows it in the wrong street. It is very close but on the Gregory St side of the building. Very good gallery. Current exhibition is great but Matt was very helpful providing us a great 101 into the local art scene and lots of tips on Darwin in general.,Positive
"Apartment 6002/7 Anchorage Court, Darwin City NT 0800, Australia",Art gallery,Tourist attraction,Art gallery,7100961683435405007,Darwin City,AU,0x2cc093d12d848f31:0x628baf0750d3becf,https://lh3.googleusercontent.com/p/AF1QipNOng5POB2NkWd1pYAPMFGnbGYtuH5MnwGfsjyE=w408-h249-k-no,False,True,en,0,-12.4692108,130.8464196,B LEE,,en,False,ChIJMY-ELdGTwCwRz77TUAevi2I,800,,a year ago,2024-06-28T01:28:33.341Z,,,,,Weekday,No wait,ChZDSUhNMG9nS0VJQ0FnSURMM3B2R0VnEAE,https://lh3.googleusercontent.com/geougc-cs/AB3l90Dm-RJajD7LboogDErZkdH-ZFbEsww3PDz8O5pOrbj007d8Kydb-fsC1x2SDLqZFuynUi1kCdun7b4rE1dDjixi-NWSkJR0TJqmgX8Xk4GqaqjsJzKHkUDoWoHbbFn6weyZrKFElQ,https://lh3.googleusercontent.com/geougc-cs/AB3l90B6o95Srmv5n2aHjCSaBPKFMdaQssAGLX_Mal8UWzcqgB85k0ZxBaLLwc-5tYX0VyuANUectIqgf15Q2rLkgY5oI3Wx7d7cERT9bM3sdv8oX6dVnKVU3zsBoqcrKgLLdWlR8dUm,https://lh3.googleusercontent.com/geougc-cs/AB3l90CcA-82PncJ1_9o021whqknWDxY88WWUXXYAWvc91Cpy9dII_ZRI_HlflESZ0Ro7oq7-2Rs6Ck1MK3ESvPcLVpIl3wQwJL_t9Bi1mmD3TNvciSqJgzGVD_X-rXupaWjLKYQJm3xcw,https://lh3.googleusercontent.com/geougc-cs/AB3l90A4VX0IeDjCp_GnPJrdrYZr8a9UX7FdA57la5c7NcAPL1_1zoGBJeauWyPDdIJQTqmXBahRhdPo9GbAEi-dxtpnRa7fYni1cS5H46byEJSnsVWfF3fZ4qlRqi6D4iKtGRJFFJPD,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURMM3B2R0VnEAE!2m1!1s0x0:0x628baf0750d3becf!3m1!1s2@1:CIHM0ogKEICAgIDL3pvGEg%7C%7C?hl=en,113103170488489366458,179,https://lh3.googleusercontent.com/a-/ALV-UjXAo4eU3NcISaJ-Vpvl2mDknEil_5HkCitDBpOkXspaTW7LG70UFA=s1920-c-rp-mo-ba5-br100,https://www.google.com/maps/contrib/113103170488489366458?hl=en,16,2025-09-22T03:30:09.724Z,"Direct Detail URL: https://www.google.com/maps/place/Outstation+Gallery/@-12.4692108,130.8438447,17z/data=!4m8!3m7!1s0x2cc093d12d848f31:0x628baf0750d3becf!8m2!3d-12.4692108!4d130.8464196!9m1!1b1!16s%2Fg%2F1tfthmbz?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D",5,Northern Territory,Apartment 6002/7 Anchorage Court,False,Very insightful owner.  Could learn a lot of the art piece.  How aboriginal people communicate with the outside world through art.,,Outstation Gallery,4.9,,https://www.google.com/maps/search/?api=1&query=Outstation%20Gallery&query_place_id=ChIJMY-ELdGTwCwRz77TUAevi2I,,Very insightful owner.  Could learn a lot of the art piece.  How aboriginal people communicate with the outside world through art.,Positive
"Apartment 6002/7 Anchorage Court, Darwin City NT 0800, Australia",Art gallery,Tourist attraction,Art gallery,7100961683435405007,Darwin City,AU,0x2cc093d12d848f31:0x628baf0750d3becf,https://lh3.googleusercontent.com/p/AF1QipNOng5POB2NkWd1pYAPMFGnbGYtuH5MnwGfsjyE=w408-h249-k-no,False,True,en,0,-12.4692108,130.8464196,Michelle Gissara,,en,False,ChIJMY-ELdGTwCwRz77TUAevi2I,800,,2 years ago,2022-12-26T11:58:01.194Z,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNCN3BPQ0t3EAE,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNCN3BPQ0t3EAE!2m1!1s0x0:0x628baf0750d3becf!3m1!1s2@1:CIHM0ogKEICAgICB7pOCKw%7C%7C?hl=en,100594162296472679308,164,https://lh3.googleusercontent.com/a-/ALV-UjU8-LbXfzqpWw6t1KbEA21We18RjAciPTr4Oxtf9SlwBHZa6qerMQ=s1920-c-rp-mo-ba6-br100,https://www.google.com/maps/contrib/100594162296472679308?hl=en,16,2025-09-22T03:30:09.724Z,"Direct Detail URL: https://www.google.com/maps/place/Outstation+Gallery/@-12.4692108,130.8438447,17z/data=!4m8!3m7!1s0x2cc093d12d848f31:0x628baf0750d3becf!8m2!3d-12.4692108!4d130.8464196!9m1!1b1!16s%2Fg%2F1tfthmbz?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D",5,Northern Territory,Apartment 6002/7 Anchorage Court,False,"This gallery is up a flight of stairs and although it is small, it packs a punch. I saw a current exhibition focusing on the works of Pennyrose Wiggins. The lady at the desk was helpful to let me know if I could take photos and to recommend other galleries to check out in Darwin. Highly recommended little gallery to check out if you are visiting Darwin.",,Outstation Gallery,4.9,,https://www.google.com/maps/search/?api=1&query=Outstation%20Gallery&query_place_id=ChIJMY-ELdGTwCwRz77TUAevi2I,,"This gallery is up a flight of stairs and although it is small, it packs a punch. I saw a current exhibition focusing on the works of Pennyrose Wiggins. The lady at the desk was helpful to let me know if I could take photos and to recommend other galleries to check out in Darwin. Highly recommended little gallery to check out if you are visiting Darwin.",Negative
"Apartment 6002/7 Anchorage Court, Darwin City NT 0800, Australia",Art gallery,Tourist attraction,Art gallery,7100961683435405007,Darwin City,AU,0x2cc093d12d848f31:0x628baf0750d3becf,https://lh3.googleusercontent.com/p/AF1QipNOng5POB2NkWd1pYAPMFGnbGYtuH5MnwGfsjyE=w408-h249-k-no,False,True,en,0,-12.4692108,130.8464196,Tim Clarkson,,en,False,ChIJMY-ELdGTwCwRz77TUAevi2I,800,,3 years ago,2022-06-01T07:20:52.509Z,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNPdU02V3B3RRAB,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNPdU02V3B3RRAB!2m1!1s0x0:0x628baf0750d3becf!3m1!1s2@1:CIHM0ogKEICAgICOuM6WpwE%7C%7C?hl=en,112355357056541477698,38,https://lh3.googleusercontent.com/a-/ALV-UjXmJJMxktl9v5reahNTJFjnBvll3aJbVmadEu2AaoB6989UUVHD=s1920-c-rp-mo-ba4-br100,https://www.google.com/maps/contrib/112355357056541477698?hl=en,16,2025-09-22T03:30:09.724Z,"Direct Detail URL: https://www.google.com/maps/place/Outstation+Gallery/@-12.4692108,130.8438447,17z/data=!4m8!3m7!1s0x2cc093d12d848f31:0x628baf0750d3becf!8m2!3d-12.4692108!4d130.8464196!9m1!1b1!16s%2Fg%2F1tfthmbz?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D",5,Northern Territory,Apartment 6002/7 Anchorage Court,False,"Outstanding gallery of Indigenous art, with a high level of engagement dorectly with artists and community. Definitely a cut above, and long term invested in artists. Highly recommend. Matt and Amelia are super knowledgeable and helpful.",,Outstation Gallery,4.9,,https://www.google.com/maps/search/?api=1&query=Outstation%20Gallery&query_place_id=ChIJMY-ELdGTwCwRz77TUAevi2I,,"Outstanding gallery of Indigenous art, with a high level of engagement dorectly with artists and community. Definitely a cut above, and long term invested in artists. Highly recommend. Matt and Amelia are super knowledgeable and helpful.",Positive
"Apartment 6002/7 Anchorage Court, Darwin City NT 0800, Australia",Art gallery,Tourist attraction,Art gallery,7100961683435405007,Darwin City,AU,0x2cc093d12d848f31:0x628baf0750d3becf,https://lh3.googleusercontent.com/p/AF1QipNOng5POB2NkWd1pYAPMFGnbGYtuH5MnwGfsjyE=w408-h249-k-no,False,False,en,0,-12.4692108,130.8464196,Tahlia Murdock,,,False,ChIJMY-ELdGTwCwRz77TUAevi2I,800,,4 years ago,2021-09-07T03:44:50.757Z,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUM2MGRUX213RRAB,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM2MGRUX213RRAB!2m1!1s0x0:0x628baf0750d3becf!3m1!1s2@1:CIHM0ogKEICAgIC60dT_mwE%7C%7C?hl=en,101019165038863423630,3,https://lh3.googleusercontent.com/a/ACg8ocIRKbUEPbGjJx-oNbKXtEsnqP30eN9QUNz8-NgVFZoEr_lfnQ=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/101019165038863423630?hl=en,16,2025-09-22T03:30:09.724Z,"Direct Detail URL: https://www.google.com/maps/place/Outstation+Gallery/@-12.4692108,130.8438447,17z/data=!4m8!3m7!1s0x2cc093d12d848f31:0x628baf0750d3becf!8m2!3d-12.4692108!4d130.8464196!9m1!1b1!16s%2Fg%2F1tfthmbz?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D",5,Northern Territory,Apartment 6002/7 Anchorage Court,False,,,Outstation Gallery,4.9,,https://www.google.com/maps/search/?api=1&query=Outstation%20Gallery&query_place_id=ChIJMY-ELdGTwCwRz77TUAevi2I,,,Positive
"Apartment 6002/7 Anchorage Court, Darwin City NT 0800, Australia",Art gallery,Tourist attraction,Art gallery,7100961683435405007,Darwin City,AU,0x2cc093d12d848f31:0x628baf0750d3becf,https://lh3.googleusercontent.com/p/AF1QipNOng5POB2NkWd1pYAPMFGnbGYtuH5MnwGfsjyE=w408-h249-k-no,False,True,en,0,-12.4692108,130.8464196,silvia andrini,,,False,ChIJMY-ELdGTwCwRz77TUAevi2I,800,,4 years ago,2021-04-17T07:04:29.586Z,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNLNDdhVllREAE,,,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNLNDdhVllREAE!2m1!1s0x0:0x628baf0750d3becf!3m1!1s2@1:CIHM0ogKEICAgICK47aVYQ%7C%7C?hl=en,112473921176963208445,35,https://lh3.googleusercontent.com/a-/ALV-UjXsrfjC7DtlMdfRvmI43mSsdHChxPG3bOrfeD3M0ZqSm3_yUwak=s1920-c-rp-mo-ba4-br100,https://www.google.com/maps/contrib/112473921176963208445?hl=en,16,2025-09-22T03:30:09.724Z,"Direct Detail URL: https://www.google.com/maps/place/Outstation+Gallery/@-12.4692108,130.8438447,17z/data=!4m8!3m7!1s0x2cc093d12d848f31:0x628baf0750d3becf!8m2!3d-12.4692108!4d130.8464196!9m1!1b1!16s%2Fg%2F1tfthmbz?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D",5,Northern Territory,Apartment 6002/7 Anchorage Court,False,,,Outstation Gallery,4.9,,https://www.google.com/maps/search/?api=1&query=Outstation%20Gallery&query_place_id=ChIJMY-ELdGTwCwRz77TUAevi2I,,,Positive
