"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"3/3 Vickers St, Parap NT 0804, Australia","Farmers' market","Clothing store","Craft store","Food court","Fruit and vegetable store","Market","Massage therapist","Tourist attraction","Farmers' market","9678678612194162818","Parap","AU","0x2cc093d12bf0efe3:0x865192eaff00f882","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noBF3HbcrMm6CUtVgYUFGSR5MGm14j-dL8wXxc_JjOwX4Besc4yuXMDNjHbmU4DImy5kN8MxBtyW_z1DWnp9Ji2812h4h1hkKGURYKcH451F4GvfwrLE-niMXxcrb3iK2kkOXZl=w426-h240-k-no","false","false","en","0","-12.4316104","130.8446143","Steve Arnott",,,"false","ChIJ4-_wK9GTwCwRgvgA_-qSUYY","0804",,"4 days ago","2025-09-17T09:44:55.778Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT25samRtNVhUV1ZxT1hZd1NHaHdTV0p1YkhnelVrRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25samRtNVhUV1ZxT1hZd1NHaHdTV0p1YkhnelVrRRAB!2m1!1s0x0:0x865192eaff00f882!3m1!1s2@1:CAIQACodChtycF9oOnljdm5XTWVqOXYwSGhwSWJubHgzUkE%7C%7C?hl=en","110816335134294941835","10","https://lh3.googleusercontent.com/a/ACg8ocIp-5fJE552UxQKm4ZlF865bsj4NWpw-1xci4p7OOe-J3smJg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/110816335134294941835?hl=en","1917","2025-09-22T03:42:20.195Z","Direct Detail URL: https://www.google.com/maps/place/Parap+Village+Markets/@-12.4316104,130.8420394,17z/data=!3m1!4b1!4m6!3m5!1s0x2cc093d12bf0efe3:0x865192eaff00f882!8m2!3d-12.4316104!4d130.8446143!16s%2Fg%2F1wjwxy8h?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory","3/3 Vickers St","false",,,"Parap Village Markets","4.5",,"https://www.google.com/maps/search/?api=1&query=Parap%20Village%20Markets&query_place_id=ChIJ4-_wK9GTwCwRgvgA_-qSUYY",
"3/3 Vickers St, Parap NT 0804, Australia","Farmers' market","Clothing store","Craft store","Food court","Fruit and vegetable store","Market","Massage therapist","Tourist attraction","Farmers' market","9678678612194162818","Parap","AU","0x2cc093d12bf0efe3:0x865192eaff00f882","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noBF3HbcrMm6CUtVgYUFGSR5MGm14j-dL8wXxc_JjOwX4Besc4yuXMDNjHbmU4DImy5kN8MxBtyW_z1DWnp9Ji2812h4h1hkKGURYKcH451F4GvfwrLE-niMXxcrb3iK2kkOXZl=w426-h240-k-no","false","true","en","0","-12.4316104","130.8446143","Jackie Webb",,,"false","ChIJ4-_wK9GTwCwRgvgA_-qSUYY","0804",,"6 days ago","2025-09-16T03:19:26.602Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT2tWdFRpMXhPRFpxZVdGQlV6QjZWM1ozZWpOMVVHYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tWdFRpMXhPRFpxZVdGQlV6QjZWM1ozZWpOMVVHYxAB!2m1!1s0x0:0x865192eaff00f882!3m1!1s2@1:CAIQACodChtycF9oOkVtTi1xODZqeWFBUzB6V3Z3ejN1UGc%7C%7C?hl=en","100915197069503777828","5","https://lh3.googleusercontent.com/a/ACg8ocIfVgNf2BX3LWkPhxred1oUIgRQrI7_h_0E-xfKgeH-lVkylG5T=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/100915197069503777828?hl=en","1917","2025-09-22T03:42:20.195Z","Direct Detail URL: https://www.google.com/maps/place/Parap+Village+Markets/@-12.4316104,130.8420394,17z/data=!3m1!4b1!4m6!3m5!1s0x2cc093d12bf0efe3:0x865192eaff00f882!8m2!3d-12.4316104!4d130.8446143!16s%2Fg%2F1wjwxy8h?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory","3/3 Vickers St","false",,,"Parap Village Markets","4.5",,"https://www.google.com/maps/search/?api=1&query=Parap%20Village%20Markets&query_place_id=ChIJ4-_wK9GTwCwRgvgA_-qSUYY",
"3/3 Vickers St, Parap NT 0804, Australia","Farmers' market","Clothing store","Craft store","Food court","Fruit and vegetable store","Market","Massage therapist","Tourist attraction","Farmers' market","9678678612194162818","Parap","AU","0x2cc093d12bf0efe3:0x865192eaff00f882","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noBF3HbcrMm6CUtVgYUFGSR5MGm14j-dL8wXxc_JjOwX4Besc4yuXMDNjHbmU4DImy5kN8MxBtyW_z1DWnp9Ji2812h4h1hkKGURYKcH451F4GvfwrLE-niMXxcrb3iK2kkOXZl=w426-h240-k-no","false","true","en","0","-12.4316104","130.8446143","Peter Webb",,"en","false","ChIJ4-_wK9GTwCwRgvgA_-qSUYY","0804",,"Edited a week ago","2025-09-13T06:08:30.070Z",,,,"ChdDSUhNMG9nS0VJQ0FnSURVaGZESDB3RRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURVaGZESDB3RRAB!2m1!1s0x0:0x865192eaff00f882!3m1!1s2@1:CIHM0ogKEICAgIDUhfDH0wE%7C%7C?hl=en","118206716620013567632","98","https://lh3.googleusercontent.com/a-/ALV-UjX1JylAP0I-8xxSfxKNT62VPPxPhAcWQ0XM1k3vxW6DkPuNX_Fp=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/118206716620013567632?hl=en","1917","2025-09-22T03:42:20.195Z","Direct Detail URL: https://www.google.com/maps/place/Parap+Village+Markets/@-12.4316104,130.8420394,17z/data=!3m1!4b1!4m6!3m5!1s0x2cc093d12bf0efe3:0x865192eaff00f882!8m2!3d-12.4316104!4d130.8446143!16s%2Fg%2F1wjwxy8h?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory","3/3 Vickers St","false","Great little market to get some tasty food.",,"Parap Village Markets","4.5",,"https://www.google.com/maps/search/?api=1&query=Parap%20Village%20Markets&query_place_id=ChIJ4-_wK9GTwCwRgvgA_-qSUYY",
"3/3 Vickers St, Parap NT 0804, Australia","Farmers' market","Clothing store","Craft store","Food court","Fruit and vegetable store","Market","Massage therapist","Tourist attraction","Farmers' market","9678678612194162818","Parap","AU","0x2cc093d12bf0efe3:0x865192eaff00f882","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noBF3HbcrMm6CUtVgYUFGSR5MGm14j-dL8wXxc_JjOwX4Besc4yuXMDNjHbmU4DImy5kN8MxBtyW_z1DWnp9Ji2812h4h1hkKGURYKcH451F4GvfwrLE-niMXxcrb3iK2kkOXZl=w426-h240-k-no","false","true","en","0","-12.4316104","130.8446143","Kitt Chai (Kit)",,,"false","ChIJ4-_wK9GTwCwRgvgA_-qSUYY","0804",,"a week ago","2025-09-12T12:57:21.518Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT2sxc2EzVkhVa296VkdZeU9FaHZjMFJZVjNkMFNHYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2sxc2EzVkhVa296VkdZeU9FaHZjMFJZVjNkMFNHYxAB!2m1!1s0x0:0x865192eaff00f882!3m1!1s2@1:CAIQACodChtycF9oOk1sa3VHUkozVGYyOEhvc0RYV3d0SGc%7C%7C?hl=en","117319178982344468105","24","https://lh3.googleusercontent.com/a-/ALV-UjVtsA2VE9f9FG8MZfZNta5Q7j3WLt8Wwag2N9OAMEoL1BkvXaRDhQ=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/117319178982344468105?hl=en","1917","2025-09-22T03:42:20.195Z","Direct Detail URL: https://www.google.com/maps/place/Parap+Village+Markets/@-12.4316104,130.8420394,17z/data=!3m1!4b1!4m6!3m5!1s0x2cc093d12bf0efe3:0x865192eaff00f882!8m2!3d-12.4316104!4d130.8446143!16s%2Fg%2F1wjwxy8h?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory","3/3 Vickers St","false",,,"Parap Village Markets","4.5",,"https://www.google.com/maps/search/?api=1&query=Parap%20Village%20Markets&query_place_id=ChIJ4-_wK9GTwCwRgvgA_-qSUYY",
"3/3 Vickers St, Parap NT 0804, Australia","Farmers' market","Clothing store","Craft store","Food court","Fruit and vegetable store","Market","Massage therapist","Tourist attraction","Farmers' market","9678678612194162818","Parap","AU","0x2cc093d12bf0efe3:0x865192eaff00f882","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noBF3HbcrMm6CUtVgYUFGSR5MGm14j-dL8wXxc_JjOwX4Besc4yuXMDNjHbmU4DImy5kN8MxBtyW_z1DWnp9Ji2812h4h1hkKGURYKcH451F4GvfwrLE-niMXxcrb3iK2kkOXZl=w426-h240-k-no","false","false","en","0","-12.4316104","130.8446143","Patel Sreena",,,"false","ChIJ4-_wK9GTwCwRgvgA_-qSUYY","0804",,"a week ago","2025-09-10T08:23:41.219Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT205cE1qVjFNVTh5WjJFemRtRlJRblJJYVdwb1UzYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT205cE1qVjFNVTh5WjJFemRtRlJRblJJYVdwb1UzYxAB!2m1!1s0x0:0x865192eaff00f882!3m1!1s2@1:CAIQACodChtycF9oOm9pMjV1MU8yZ2EzdmFRQnRIaWpoU3c%7C%7C?hl=en","115050503577541345243","3","https://lh3.googleusercontent.com/a/ACg8ocKxIJW3MkrTM01zrDVwXqpGKAn0hMsfNBod3C7fH53HACEFDw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115050503577541345243?hl=en","1917","2025-09-22T03:42:20.195Z","Direct Detail URL: https://www.google.com/maps/place/Parap+Village+Markets/@-12.4316104,130.8420394,17z/data=!3m1!4b1!4m6!3m5!1s0x2cc093d12bf0efe3:0x865192eaff00f882!8m2!3d-12.4316104!4d130.8446143!16s%2Fg%2F1wjwxy8h?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory","3/3 Vickers St","false",,,"Parap Village Markets","4.5",,"https://www.google.com/maps/search/?api=1&query=Parap%20Village%20Markets&query_place_id=ChIJ4-_wK9GTwCwRgvgA_-qSUYY",
"3/3 Vickers St, Parap NT 0804, Australia","Farmers' market","Clothing store","Craft store","Food court","Fruit and vegetable store","Market","Massage therapist","Tourist attraction","Farmers' market","9678678612194162818","Parap","AU","0x2cc093d12bf0efe3:0x865192eaff00f882","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noBF3HbcrMm6CUtVgYUFGSR5MGm14j-dL8wXxc_JjOwX4Besc4yuXMDNjHbmU4DImy5kN8MxBtyW_z1DWnp9Ji2812h4h1hkKGURYKcH451F4GvfwrLE-niMXxcrb3iK2kkOXZl=w426-h240-k-no","false","true","en","0","-12.4316104","130.8446143","Matt Nolan",,"en","false","ChIJ4-_wK9GTwCwRgvgA_-qSUYY","0804",,"a week ago","2025-09-08T04:29:08.087Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT2pGSVoyZ3diR3A2ZFdFMVNXTnJTalpMV1c1WE5tYxAB","https://lh3.googleusercontent.com/geougc-cs/AB3l90BUXl7Yg93Ko_K2MbSSrV84F8ssJvfZE0EYzooON2Tw7G3vzthk7_B9qORzDbQapN59F2gmFwau4e7CR7qUexufNYiCca33g-5pLyZrUgpbHtV6ktjJTB-ks-wxGg1qEWud_061cebMjUrd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pGSVoyZ3diR3A2ZFdFMVNXTnJTalpMV1c1WE5tYxAB!2m1!1s0x0:0x865192eaff00f882!3m1!1s2@1:CAIQACodChtycF9oOjFIZ2gwbGp6dWE1SWNrSjZLWW5XNmc%7C%7C?hl=en","106395513482602558407","381","https://lh3.googleusercontent.com/a/ACg8ocJsXPKjW7TT4l9N-9_7_tH8CFYH2SLabolIWHS1LVIZMqCiuQ=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/106395513482602558407?hl=en","1917","2025-09-22T03:42:20.195Z","Direct Detail URL: https://www.google.com/maps/place/Parap+Village+Markets/@-12.4316104,130.8420394,17z/data=!3m1!4b1!4m6!3m5!1s0x2cc093d12bf0efe3:0x865192eaff00f882!8m2!3d-12.4316104!4d130.8446143!16s%2Fg%2F1wjwxy8h?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory","3/3 Vickers St","false","Very busy with lots of food stalls and dog accessories stalls, clothing stalls.",,"Parap Village Markets","4.5",,"https://www.google.com/maps/search/?api=1&query=Parap%20Village%20Markets&query_place_id=ChIJ4-_wK9GTwCwRgvgA_-qSUYY",
"3/3 Vickers St, Parap NT 0804, Australia","Farmers' market","Clothing store","Craft store","Food court","Fruit and vegetable store","Market","Massage therapist","Tourist attraction","Farmers' market","9678678612194162818","Parap","AU","0x2cc093d12bf0efe3:0x865192eaff00f882","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noBF3HbcrMm6CUtVgYUFGSR5MGm14j-dL8wXxc_JjOwX4Besc4yuXMDNjHbmU4DImy5kN8MxBtyW_z1DWnp9Ji2812h4h1hkKGURYKcH451F4GvfwrLE-niMXxcrb3iK2kkOXZl=w426-h240-k-no","false","true","en","0","-12.4316104","130.8446143","David Mitchell",,"en","false","ChIJ4-_wK9GTwCwRgvgA_-qSUYY","0804",,"Edited 2 weeks ago","2025-09-08T02:04:53.165Z",,,,"ChdDSUhNMG9nS0VJQ0FnSUROaUpuM3l3RRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUROaUpuM3l3RRAB!2m1!1s0x0:0x865192eaff00f882!3m1!1s2@1:CIHM0ogKEICAgIDNiJn3ywE%7C%7C?hl=en","105274202885359045588","461","https://lh3.googleusercontent.com/a-/ALV-UjXuTGCtJNBitw1RjksjSBAb_q4FpMJcfST_hrboMQkiFbPHEjrS=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/105274202885359045588?hl=en","1917","2025-09-22T03:42:20.195Z","Direct Detail URL: https://www.google.com/maps/place/Parap+Village+Markets/@-12.4316104,130.8420394,17z/data=!3m1!4b1!4m6!3m5!1s0x2cc093d12bf0efe3:0x865192eaff00f882!8m2!3d-12.4316104!4d130.8446143!16s%2Fg%2F1wjwxy8h?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","4","Northern Territory","3/3 Vickers St","false","Don't know if I would call this a farmers market, more general, craft, food possibly general produce. Great place nonetheless. Highly recommend a visit.",,"Parap Village Markets","4.5",,"https://www.google.com/maps/search/?api=1&query=Parap%20Village%20Markets&query_place_id=ChIJ4-_wK9GTwCwRgvgA_-qSUYY",
"3/3 Vickers St, Parap NT 0804, Australia","Farmers' market","Clothing store","Craft store","Food court","Fruit and vegetable store","Market","Massage therapist","Tourist attraction","Farmers' market","9678678612194162818","Parap","AU","0x2cc093d12bf0efe3:0x865192eaff00f882","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noBF3HbcrMm6CUtVgYUFGSR5MGm14j-dL8wXxc_JjOwX4Besc4yuXMDNjHbmU4DImy5kN8MxBtyW_z1DWnp9Ji2812h4h1hkKGURYKcH451F4GvfwrLE-niMXxcrb3iK2kkOXZl=w426-h240-k-no","false","false","en","0","-12.4316104","130.8446143","Colin Nicholas",,"en","false","ChIJ4-_wK9GTwCwRgvgA_-qSUYY","0804",,"2 weeks ago","2025-09-06T07:30:30.613Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT2xOa1RtWnRhR0UyTmpCeGVFWlVUMnRUTjI1VVNHYxAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xOa1RtWnRhR0UyTmpCeGVFWlVUMnRUTjI1VVNHYxAB!2m1!1s0x0:0x865192eaff00f882!3m1!1s2@1:CAIQACodChtycF9oOlNkTmZtaGE2NjBxeEZUT2tTN25USGc%7C%7C?hl=en","115714974966294413892","5","https://lh3.googleusercontent.com/a/ACg8ocJYQLyKTD7_KvWhLDqzsHJMbXFXHBw2vwyhAwmva1M0QLTBkQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115714974966294413892?hl=en","1917","2025-09-22T03:42:20.195Z","Direct Detail URL: https://www.google.com/maps/place/Parap+Village+Markets/@-12.4316104,130.8420394,17z/data=!3m1!4b1!4m6!3m5!1s0x2cc093d12bf0efe3:0x865192eaff00f882!8m2!3d-12.4316104!4d130.8446143!16s%2Fg%2F1wjwxy8h?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","3","Northern Territory","3/3 Vickers St","false","If you want food",,"Parap Village Markets","4.5",,"https://www.google.com/maps/search/?api=1&query=Parap%20Village%20Markets&query_place_id=ChIJ4-_wK9GTwCwRgvgA_-qSUYY",
"3/3 Vickers St, Parap NT 0804, Australia","Farmers' market","Clothing store","Craft store","Food court","Fruit and vegetable store","Market","Massage therapist","Tourist attraction","Farmers' market","9678678612194162818","Parap","AU","0x2cc093d12bf0efe3:0x865192eaff00f882","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noBF3HbcrMm6CUtVgYUFGSR5MGm14j-dL8wXxc_JjOwX4Besc4yuXMDNjHbmU4DImy5kN8MxBtyW_z1DWnp9Ji2812h4h1hkKGURYKcH451F4GvfwrLE-niMXxcrb3iK2kkOXZl=w426-h240-k-no","false","true","en","0","-12.4316104","130.8446143","Louise Titulaer",,"en","false","ChIJ4-_wK9GTwCwRgvgA_-qSUYY","0804",,"2 weeks ago","2025-09-01T03:57:55.620Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT25sV01Vd3lUbXN3VlZCbVYySlViVXh3ZWtwV05WRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25sV01Vd3lUbXN3VlZCbVYySlViVXh3ZWtwV05WRRAB!2m1!1s0x0:0x865192eaff00f882!3m1!1s2@1:CAIQACodChtycF9oOnlWMUwyTmswVVBmV2JUbUxwekpWNVE%7C%7C?hl=en","105361153429120050453","269","https://lh3.googleusercontent.com/a/ACg8ocLznlC423prmoNayP8-CEHAP38IKuI7bldTbx_4-isu05ccDQ=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/105361153429120050453?hl=en","1917","2025-09-22T03:42:20.195Z","Direct Detail URL: https://www.google.com/maps/place/Parap+Village+Markets/@-12.4316104,130.8420394,17z/data=!3m1!4b1!4m6!3m5!1s0x2cc093d12bf0efe3:0x865192eaff00f882!8m2!3d-12.4316104!4d130.8446143!16s%2Fg%2F1wjwxy8h?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","4","Northern Territory","3/3 Vickers St","false","Really enjoyable local market , easy to find ,easy parking and interesting choice of food vans , nice music being played",,"Parap Village Markets","4.5",,"https://www.google.com/maps/search/?api=1&query=Parap%20Village%20Markets&query_place_id=ChIJ4-_wK9GTwCwRgvgA_-qSUYY",
"3/3 Vickers St, Parap NT 0804, Australia","Farmers' market","Clothing store","Craft store","Food court","Fruit and vegetable store","Market","Massage therapist","Tourist attraction","Farmers' market","9678678612194162818","Parap","AU","0x2cc093d12bf0efe3:0x865192eaff00f882","https://lh3.googleusercontent.com/gps-cs-s/AC9h4noBF3HbcrMm6CUtVgYUFGSR5MGm14j-dL8wXxc_JjOwX4Besc4yuXMDNjHbmU4DImy5kN8MxBtyW_z1DWnp9Ji2812h4h1hkKGURYKcH451F4GvfwrLE-niMXxcrb3iK2kkOXZl=w426-h240-k-no","false","true","en","0","-12.4316104","130.8446143","Andrea Tonkins",,"en","false","ChIJ4-_wK9GTwCwRgvgA_-qSUYY","0804",,"3 weeks ago","2025-08-30T05:35:51.389Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT201bE4wOUZWMkUxU0ZRMmFrSnRibmQyVlZwVFZGRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT201bE4wOUZWMkUxU0ZRMmFrSnRibmQyVlZwVFZGRRAB!2m1!1s0x0:0x865192eaff00f882!3m1!1s2@1:CAIQACodChtycF9oOm5lN09FV2E1SFQ2akJtbnd2VVpTVFE%7C%7C?hl=en","110924030370203109782","135","https://lh3.googleusercontent.com/a-/ALV-UjVP00IBXPmNGz6y4m2Z3EBc7LqEUJrEhDipr5zH98gP0k5rc98y=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/110924030370203109782?hl=en","1917","2025-09-22T03:42:20.195Z","Direct Detail URL: https://www.google.com/maps/place/Parap+Village+Markets/@-12.4316104,130.8420394,17z/data=!3m1!4b1!4m6!3m5!1s0x2cc093d12bf0efe3:0x865192eaff00f882!8m2!3d-12.4316104!4d130.8446143!16s%2Fg%2F1wjwxy8h?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","4","Northern Territory","3/3 Vickers St","false","Plenty of stalls clothing jewellery  food and drinks",,"Parap Village Markets","4.5",,"https://www.google.com/maps/search/?api=1&query=Parap%20Village%20Markets&query_place_id=ChIJ4-_wK9GTwCwRgvgA_-qSUYY",
