"address","categories/0","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32","reviewImageUrls/33","reviewImageUrls/34","reviewImageUrls/35","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"Tiwi Islands NT 0822, Australia","Island","Island","9781714470867159599","Tiwi Islands","AU","0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9pbKt8aVTvGCe3h23Zo5WTo8sSeJmkHV9l_ADKEF-C1O0mim5xtoPTryp9uysv8JJIq9GjvolrighCKFgkHPsFHdNWdi5czpbgnKs6ehPY6CESU6smKzUALki4ikcmcxqQ866=w426-h240-k-no","false","true","en","0","-11.6968879","130.8778586","M/s Super Hardware",,"en","false","ChIJ1YGMrNoawiwRL8pVSnyhv4c",,,"5 months ago","2025-04-01T10:10:20.874Z",,,,"ChZDSUhNMG9nS0VJQ0FnTUNJdXFXOGJ3EAE","https://lh3.googleusercontent.com/geougc-cs/AB3l90CamRPCaZr7d_7T29QmjNoD6-q_gt8rE1ACZr-i3fHPCF3OaaDMLo4Fljdn274Ns9GqXv74XZAbMuCeM0rWGLNXu6K0PSbHrwYcH8B7CxoQPMD5B6C3ufNtDXBUDA8LCj879Ezw-A","https://lh3.googleusercontent.com/geougc-cs/AB3l90CnoMHMrIsQKnmY6KS5Fb_iQOch0bNLHZLwOdNOOSenB1PKWSs-8hoI1k2mcyCn48K96wQlTq8JYI6CRqbwtt0cBsVf_o0qHre0FHFXXOvX0ZM5VDZl5OUPX1aKZPPj76GmVhrI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNJdXFXOGJ3EAE!2m1!1s0x0:0x87bfa17c4a55ca2f!3m1!1s2@1:CIHM0ogKEICAgMCIuqW8bw%7C%7C?hl=en","115557559355731200914","80","https://lh3.googleusercontent.com/a-/ALV-UjV52fZic1Wynfwguyz5R7iIUWHxWsgDeEvDm6fFXABd1t6oiNY=s1920-c-rp-mo-ba6-br100","https://www.google.com/maps/contrib/115557559355731200914?hl=en","51","2025-09-22T03:34:22.153Z","Direct Detail URL: https://www.google.com/maps/place/Tiwi+Islands/@-11.5160547,129.4621993,8z/data=!3m1!4b1!4m6!3m5!1s0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f!8m2!3d-11.6968879!4d130.8778586!16zL20vMDVmcTFn?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory",,"false","The Tiwi Islands, located 100km (62mi) north of Darwin, are a completely unique destination brimming with local Aboriginal culture, art and beauty. During SeaLink’s Tiwi by Design tour, you can witness a traditional smoking ceremony, wander the island with a Traditional Custodian and get hands-on with a screen printing workshop. Avid anglers will love a guided sport-fishing experience with Tiwi Island Adventures, and sports enthusiasts can watch a heated match of Australian Rules Football between October and March.",,"Tiwi Islands","4.2",,"https://www.google.com/maps/search/?api=1&query=Tiwi%20Islands&query_place_id=ChIJ1YGMrNoawiwRL8pVSnyhv4c",
"Tiwi Islands NT 0822, Australia","Island","Island","9781714470867159599","Tiwi Islands","AU","0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9pbKt8aVTvGCe3h23Zo5WTo8sSeJmkHV9l_ADKEF-C1O0mim5xtoPTryp9uysv8JJIq9GjvolrighCKFgkHPsFHdNWdi5czpbgnKs6ehPY6CESU6smKzUALki4ikcmcxqQ866=w426-h240-k-no","false","false","en","0","-11.6968879","130.8778586","PS nasir Paul",,"en","false","ChIJ1YGMrNoawiwRL8pVSnyhv4c",,,"a year ago","2024-05-29T09:42:26.033Z",,,,"ChZDSUhNMG9nS0VJQ0FnSURUcjVYOVB3EAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURUcjVYOVB3EAE!2m1!1s0x0:0x87bfa17c4a55ca2f!3m1!1s2@1:CIHM0ogKEICAgIDTr5X9Pw%7C%7C?hl=en","107867716741429014636","1","https://lh3.googleusercontent.com/a/ACg8ocKQXbjdclWbcDzOcwEJLuZbkqfrU-bys0xzaX3Q0CuyyDFOHw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/107867716741429014636?hl=en","51","2025-09-22T03:34:22.153Z","Direct Detail URL: https://www.google.com/maps/place/Tiwi+Islands/@-11.5160547,129.4621993,8z/data=!3m1!4b1!4m6!3m5!1s0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f!8m2!3d-11.6968879!4d130.8778586!16zL20vMDVmcTFn?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","4","Northern Territory",,"false","Great beautiful place in the world .like paradise",,"Tiwi Islands","4.2",,"https://www.google.com/maps/search/?api=1&query=Tiwi%20Islands&query_place_id=ChIJ1YGMrNoawiwRL8pVSnyhv4c",
"Tiwi Islands NT 0822, Australia","Island","Island","9781714470867159599","Tiwi Islands","AU","0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9pbKt8aVTvGCe3h23Zo5WTo8sSeJmkHV9l_ADKEF-C1O0mim5xtoPTryp9uysv8JJIq9GjvolrighCKFgkHPsFHdNWdi5czpbgnKs6ehPY6CESU6smKzUALki4ikcmcxqQ866=w426-h240-k-no","false","false","en","0","-11.6968879","130.8778586","Candice Montgomery",,,"false","ChIJ1YGMrNoawiwRL8pVSnyhv4c",,,"a year ago","2024-05-08T13:02:34.839Z",,,,"ChdDSUhNMG9nS0VJQ0FnSURqbDZHc29RRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURqbDZHc29RRRAB!2m1!1s0x0:0x87bfa17c4a55ca2f!3m1!1s2@1:CIHM0ogKEICAgIDjl6GsoQE%7C%7C?hl=en","107603916825936333410","0","https://lh3.googleusercontent.com/a/ACg8ocLSpPNSXa4IX8ctIG1U-S-N6815Y_WTH1CqdhLmasKf6X9t=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/107603916825936333410?hl=en","51","2025-09-22T03:34:22.153Z","Direct Detail URL: https://www.google.com/maps/place/Tiwi+Islands/@-11.5160547,129.4621993,8z/data=!3m1!4b1!4m6!3m5!1s0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f!8m2!3d-11.6968879!4d130.8778586!16zL20vMDVmcTFn?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory",,"false",,,"Tiwi Islands","4.2",,"https://www.google.com/maps/search/?api=1&query=Tiwi%20Islands&query_place_id=ChIJ1YGMrNoawiwRL8pVSnyhv4c",
"Tiwi Islands NT 0822, Australia","Island","Island","9781714470867159599","Tiwi Islands","AU","0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9pbKt8aVTvGCe3h23Zo5WTo8sSeJmkHV9l_ADKEF-C1O0mim5xtoPTryp9uysv8JJIq9GjvolrighCKFgkHPsFHdNWdi5czpbgnKs6ehPY6CESU6smKzUALki4ikcmcxqQ866=w426-h240-k-no","false","false","en","0","-11.6968879","130.8778586","Abdul Rahman Mohammed Mohammed",,,"false","ChIJ1YGMrNoawiwRL8pVSnyhv4c",,,"a year ago","2024-05-07T23:19:16.563Z",,,,"ChdDSUhNMG9nS0VJQ0FnSURqdTZEMHFnRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURqdTZEMHFnRRAB!2m1!1s0x0:0x87bfa17c4a55ca2f!3m1!1s2@1:CIHM0ogKEICAgIDju6D0qgE%7C%7C?hl=en","117803526961808182835","3","https://lh3.googleusercontent.com/a/ACg8ocIynD8Dsqa08Cf09AsEzERyTjuFz9jfWmRA90twB-v8mBmSiwU=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117803526961808182835?hl=en","51","2025-09-22T03:34:22.153Z","Direct Detail URL: https://www.google.com/maps/place/Tiwi+Islands/@-11.5160547,129.4621993,8z/data=!3m1!4b1!4m6!3m5!1s0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f!8m2!3d-11.6968879!4d130.8778586!16zL20vMDVmcTFn?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory",,"false",,,"Tiwi Islands","4.2",,"https://www.google.com/maps/search/?api=1&query=Tiwi%20Islands&query_place_id=ChIJ1YGMrNoawiwRL8pVSnyhv4c",
"Tiwi Islands NT 0822, Australia","Island","Island","9781714470867159599","Tiwi Islands","AU","0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9pbKt8aVTvGCe3h23Zo5WTo8sSeJmkHV9l_ADKEF-C1O0mim5xtoPTryp9uysv8JJIq9GjvolrighCKFgkHPsFHdNWdi5czpbgnKs6ehPY6CESU6smKzUALki4ikcmcxqQ866=w426-h240-k-no","false","true","en","0","-11.6968879","130.8778586","Santi Grobbelaar",,,"false","ChIJ1YGMrNoawiwRL8pVSnyhv4c",,,"a year ago","2024-03-22T21:40:33.273Z",,,,"ChZDSUhNMG9nS0VJQ0FnSUQ5dl9iQ0tnEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ5dl9iQ0tnEAE!2m1!1s0x0:0x87bfa17c4a55ca2f!3m1!1s2@1:CIHM0ogKEICAgID9v_bCKg%7C%7C?hl=en","116204886629042012680","27","https://lh3.googleusercontent.com/a-/ALV-UjUKuM4PJRAdxPEZDe5vpAFa1Qwb8w_fPWcI7jygr1HH6Iq8uYAJiA=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/116204886629042012680?hl=en","51","2025-09-22T03:34:22.153Z","Direct Detail URL: https://www.google.com/maps/place/Tiwi+Islands/@-11.5160547,129.4621993,8z/data=!3m1!4b1!4m6!3m5!1s0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f!8m2!3d-11.6968879!4d130.8778586!16zL20vMDVmcTFn?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory",,"false",,,"Tiwi Islands","4.2",,"https://www.google.com/maps/search/?api=1&query=Tiwi%20Islands&query_place_id=ChIJ1YGMrNoawiwRL8pVSnyhv4c",
"Tiwi Islands NT 0822, Australia","Island","Island","9781714470867159599","Tiwi Islands","AU","0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9pbKt8aVTvGCe3h23Zo5WTo8sSeJmkHV9l_ADKEF-C1O0mim5xtoPTryp9uysv8JJIq9GjvolrighCKFgkHPsFHdNWdi5czpbgnKs6ehPY6CESU6smKzUALki4ikcmcxqQ866=w426-h240-k-no","false","false","en","0","-11.6968879","130.8778586","BPL FOTO",,,"false","ChIJ1YGMrNoawiwRL8pVSnyhv4c",,,"a year ago","2024-01-20T15:33:15.750Z",,,,"ChZDSUhNMG9nS0VJQ0FnSUROMlB2b2NREAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUROMlB2b2NREAE!2m1!1s0x0:0x87bfa17c4a55ca2f!3m1!1s2@1:CIHM0ogKEICAgIDN2PvocQ%7C%7C?hl=en","117763610703135971742","0","https://lh3.googleusercontent.com/a/ACg8ocIAp0fxZhoEBopy5M07Rhn-jDKX5nghx_l0DWtJk6_-Yjj8bQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117763610703135971742?hl=en","51","2025-09-22T03:34:22.153Z","Direct Detail URL: https://www.google.com/maps/place/Tiwi+Islands/@-11.5160547,129.4621993,8z/data=!3m1!4b1!4m6!3m5!1s0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f!8m2!3d-11.6968879!4d130.8778586!16zL20vMDVmcTFn?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","4","Northern Territory",,"false",,,"Tiwi Islands","4.2",,"https://www.google.com/maps/search/?api=1&query=Tiwi%20Islands&query_place_id=ChIJ1YGMrNoawiwRL8pVSnyhv4c",
"Tiwi Islands NT 0822, Australia","Island","Island","9781714470867159599","Tiwi Islands","AU","0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9pbKt8aVTvGCe3h23Zo5WTo8sSeJmkHV9l_ADKEF-C1O0mim5xtoPTryp9uysv8JJIq9GjvolrighCKFgkHPsFHdNWdi5czpbgnKs6ehPY6CESU6smKzUALki4ikcmcxqQ866=w426-h240-k-no","false","true","en","0","-11.6968879","130.8778586","Anthony Doig Marriage Celebrant",,,"false","ChIJ1YGMrNoawiwRL8pVSnyhv4c",,,"2 years ago","2023-08-28T07:29:56.175Z",,,,"ChdDSUhNMG9nS0VJQ0FnSURwbzcycGdBRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURwbzcycGdBRRAB!2m1!1s0x0:0x87bfa17c4a55ca2f!3m1!1s2@1:CIHM0ogKEICAgIDpo72pgAE%7C%7C?hl=en","114359151103557717787","140","https://lh3.googleusercontent.com/a-/ALV-UjV0qt7VJAt2PTAHR_2PBa3ylFz6FUpbrnZUCtL2R15geXSLYzuIfA=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/114359151103557717787?hl=en","51","2025-09-22T03:34:22.153Z","Direct Detail URL: https://www.google.com/maps/place/Tiwi+Islands/@-11.5160547,129.4621993,8z/data=!3m1!4b1!4m6!3m5!1s0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f!8m2!3d-11.6968879!4d130.8778586!16zL20vMDVmcTFn?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory",,"false",,,"Tiwi Islands","4.2",,"https://www.google.com/maps/search/?api=1&query=Tiwi%20Islands&query_place_id=ChIJ1YGMrNoawiwRL8pVSnyhv4c",
"Tiwi Islands NT 0822, Australia","Island","Island","9781714470867159599","Tiwi Islands","AU","0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9pbKt8aVTvGCe3h23Zo5WTo8sSeJmkHV9l_ADKEF-C1O0mim5xtoPTryp9uysv8JJIq9GjvolrighCKFgkHPsFHdNWdi5czpbgnKs6ehPY6CESU6smKzUALki4ikcmcxqQ866=w426-h240-k-no","false","false","en","0","-11.6968879","130.8778586","Pamela Littlefair",,"en","false","ChIJ1YGMrNoawiwRL8pVSnyhv4c",,,"2 years ago","2023-06-16T11:55:58.304Z",,,,"ChdDSUhNMG9nS0VJQ0FnSUR4NThxcjdRRRAB","https://lh3.googleusercontent.com/geougc-cs/AB3l90AXXj4MdwdOagxmiRmrIldket6tnaMdq5JjJhvygKTgbRWhTN5XGqyFaDJweJDFoFA5IxwJFVhxqBjy23zENPRkRGHepwSUYQUC4IswKVjMWC9XGrDkcKBrpCIS6V9gGEvAvpQb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR4NThxcjdRRRAB!2m1!1s0x0:0x87bfa17c4a55ca2f!3m1!1s2@1:CIHM0ogKEICAgIDx58qr7QE%7C%7C?hl=en","103311514407499981743","12","https://lh3.googleusercontent.com/a/ACg8ocLlgGCeP0-ZEEc7jZ3QW6w5GlvKWMRuyDKZ3upagyyrrbXdLQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103311514407499981743?hl=en","51","2025-09-22T03:34:22.153Z","Direct Detail URL: https://www.google.com/maps/place/Tiwi+Islands/@-11.5160547,129.4621993,8z/data=!3m1!4b1!4m6!3m5!1s0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f!8m2!3d-11.6968879!4d130.8778586!16zL20vMDVmcTFn?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory",,"false","The people from Tiwi are wonderful! The islands are spectacular. We went on Tiwi by Design and had such a great day with Vivian. Don’t miss this unforgettable place",,"Tiwi Islands","4.2",,"https://www.google.com/maps/search/?api=1&query=Tiwi%20Islands&query_place_id=ChIJ1YGMrNoawiwRL8pVSnyhv4c",
"Tiwi Islands NT 0822, Australia","Island","Island","9781714470867159599","Tiwi Islands","AU","0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9pbKt8aVTvGCe3h23Zo5WTo8sSeJmkHV9l_ADKEF-C1O0mim5xtoPTryp9uysv8JJIq9GjvolrighCKFgkHPsFHdNWdi5czpbgnKs6ehPY6CESU6smKzUALki4ikcmcxqQ866=w426-h240-k-no","false","false","en","0","-11.6968879","130.8778586","bijoy",,,"false","ChIJ1YGMrNoawiwRL8pVSnyhv4c",,,"2 years ago","2023-01-10T07:12:12.451Z",,,,"ChdDSUhNMG9nS0VJQ0FnSURCaUo2ZzFnRRAB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURCaUo2ZzFnRRAB!2m1!1s0x0:0x87bfa17c4a55ca2f!3m1!1s2@1:CIHM0ogKEICAgIDBiJ6g1gE%7C%7C?hl=en","105427559853306564582","0","https://lh3.googleusercontent.com/a/ACg8ocJbCcNc5cN7aLZ_IvGAPjAfy_KSNQCxajXqOq8IEHP1SbV0rg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105427559853306564582?hl=en","51","2025-09-22T03:34:22.153Z","Direct Detail URL: https://www.google.com/maps/place/Tiwi+Islands/@-11.5160547,129.4621993,8z/data=!3m1!4b1!4m6!3m5!1s0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f!8m2!3d-11.6968879!4d130.8778586!16zL20vMDVmcTFn?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","4","Northern Territory",,"false",,,"Tiwi Islands","4.2",,"https://www.google.com/maps/search/?api=1&query=Tiwi%20Islands&query_place_id=ChIJ1YGMrNoawiwRL8pVSnyhv4c",
"Tiwi Islands NT 0822, Australia","Island","Island","9781714470867159599","Tiwi Islands","AU","0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9pbKt8aVTvGCe3h23Zo5WTo8sSeJmkHV9l_ADKEF-C1O0mim5xtoPTryp9uysv8JJIq9GjvolrighCKFgkHPsFHdNWdi5czpbgnKs6ehPY6CESU6smKzUALki4ikcmcxqQ866=w426-h240-k-no","false","true","en","0","-11.6968879","130.8778586","Theart Venter",,"en","false","ChIJ1YGMrNoawiwRL8pVSnyhv4c",,,"2 years ago","2022-10-17T03:52:56.730Z",,,,"ChZDSUhNMG9nS0VJQ0FnSURlN2MyOU9BEAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlN2MyOU9BEAE!2m1!1s0x0:0x87bfa17c4a55ca2f!3m1!1s2@1:CIHM0ogKEICAgIDe7c29OA%7C%7C?hl=en","114837421824126742775","12","https://lh3.googleusercontent.com/a/ACg8ocJTmeoiVouCJ55tHlA6RFU8MlFuDZQmMiNZRpbFSKdcJP6xeg=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/114837421824126742775?hl=en","51","2025-09-22T03:34:22.153Z","Direct Detail URL: https://www.google.com/maps/place/Tiwi+Islands/@-11.5160547,129.4621993,8z/data=!3m1!4b1!4m6!3m5!1s0x2cc21adaac8c81d5:0x87bfa17c4a55ca2f!8m2!3d-11.6968879!4d130.8778586!16zL20vMDVmcTFn?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory",,"false","Very nice place they are so nice
Definitely recommend",,"Tiwi Islands","4.2",,"https://www.google.com/maps/search/?api=1&query=Tiwi%20Islands&query_place_id=ChIJ1YGMrNoawiwRL8pVSnyhv4c",
