"address","categories/0","categories/1","categoryName","cid","city","countryCode","fid","imageUrl","isAdvertisement","isLocalGuide","language","likesCount","location/lat","location/lng","name","neighborhood","originalLanguage","permanentlyClosed","placeId","postalCode","price","publishAt","publishedAtDate","rating","responseFromOwnerDate","responseFromOwnerText","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewOrigin","reviewUrl","reviewerId","reviewerNumberOfReviews","reviewerPhotoUrl","reviewerUrl","reviewsCount","scrapedAt","searchString","stars","state","street","temporarilyClosed","text","textTranslated","title","totalScore","translatedLanguage","url","visitedIn"
"2053 Arnhem Hwy, Lambells Lagoon NT 0822, Australia","Corporate office","Tour agency","Corporate office","2761723820495890263","Lambells Lagoon","AU","0x2cc0a9ddb2f7d17f:0x26539d2eb8646757","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqtVZdlDKligj_OtnDJ6wtEe1rH8k6CmttQb_5cgf47_0TiZKpDHROucXINyGz_jSqskHfY5S4M0Co1kqlSoJIqICxRLUuT-LYwl3QWPp_a5y-UkdG69j68NZR-AFLr6OJGXocf=w408-h306-k-no","false","false","en","0","-12.6164333","131.2537318","Betty Bennet",,,"false","ChIJf9H3st2pwCwRV2dkuC6dUyY","0822",,"3 days ago","2025-09-18T13:14:34.629Z",,,,"Ci9DQUlRQUNvZENodHljRjlvT2pWTWFtWktSVVpPYURnM01HZERTMHBHTjNSc1ZIYxAB",,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pWTWFtWktSVVpPYURnM01HZERTMHBHTjNSc1ZIYxAB!2m1!1s0x0:0x26539d2eb8646757!3m1!1s2@1:CAIQACodChtycF9oOjVMamZKRUZOaDg3MGdDS0pGN3RsVHc%7C%7C?hl=en","104775084951833401685","0","https://lh3.googleusercontent.com/a/ACg8ocKOiFkisIGaFY1YkOCJ5gEBTMZzlO00dIvU6QE9o8STONvf=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/104775084951833401685?hl=en","31","2025-09-22T03:31:37.090Z","Direct Detail URL: https://www.google.com/maps/place/Pudakul+Aboriginal+Cultural+Tours/@-12.6164333,131.2511569,17z/data=!4m8!3m7!1s0x2cc0a9ddb2f7d17f:0x26539d2eb8646757!8m2!3d-12.6164333!4d131.2537318!9m1!1b1!16s%2Fg%2F11b66sm5jm?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory","2053 Arnhem Hwy","false",,,"Pudakul Aboriginal Cultural Tours","4.7",,"https://www.google.com/maps/search/?api=1&query=Pudakul%20Aboriginal%20Cultural%20Tours&query_place_id=ChIJf9H3st2pwCwRV2dkuC6dUyY",
"2053 Arnhem Hwy, Lambells Lagoon NT 0822, Australia","Corporate office","Tour agency","Corporate office","2761723820495890263","Lambells Lagoon","AU","0x2cc0a9ddb2f7d17f:0x26539d2eb8646757","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqtVZdlDKligj_OtnDJ6wtEe1rH8k6CmttQb_5cgf47_0TiZKpDHROucXINyGz_jSqskHfY5S4M0Co1kqlSoJIqICxRLUuT-LYwl3QWPp_a5y-UkdG69j68NZR-AFLr6OJGXocf=w408-h306-k-no","false","false","en","0","-12.6164333","131.2537318","Philippa Harvey",,"en","false","ChIJf9H3st2pwCwRV2dkuC6dUyY","0822",,"3 months ago","2025-06-04T07:54:11.463Z",,"2025-06-06T00:19:10.000Z","We are pleased you enjoyed the experience and glad you enjoyed the guides information and interaction. You're welcome back anytime! :) ","ChZDSUhNMG9nS0VMUEIzNmlmemNiakJ3EAE",,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VMUEIzNmlmemNiakJ3EAE!2m1!1s0x0:0x26539d2eb8646757!3m1!1s2@1:CIHM0ogKELPB36ifzcbjBw%7C%7C?hl=en","115399563678942588017","9","https://lh3.googleusercontent.com/a/ACg8ocIY809yM9HGaJ602svJPW-qCp46RuOFGrf3zNa6gBjPWP6u_g=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115399563678942588017?hl=en","31","2025-09-22T03:31:37.090Z","Direct Detail URL: https://www.google.com/maps/place/Pudakul+Aboriginal+Cultural+Tours/@-12.6164333,131.2511569,17z/data=!4m8!3m7!1s0x2cc0a9ddb2f7d17f:0x26539d2eb8646757!8m2!3d-12.6164333!4d131.2537318!9m1!1b1!16s%2Fg%2F11b66sm5jm?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory","2053 Arnhem Hwy","false","Graham & Norma gave us really excellent insights into indigenous crafts, beliefs and social interactions. Norma is so knowledgeable about eco dyeing. I was very impressed and grateful for her information. We could have stayed there for much longer. Make sure you allow yourselves plenty of time to fully take advantage of the amazing amount of information they are willing to impart. Thank you both and your daughter so much for a really special morning.",,"Pudakul Aboriginal Cultural Tours","4.7",,"https://www.google.com/maps/search/?api=1&query=Pudakul%20Aboriginal%20Cultural%20Tours&query_place_id=ChIJf9H3st2pwCwRV2dkuC6dUyY",
"2053 Arnhem Hwy, Lambells Lagoon NT 0822, Australia","Corporate office","Tour agency","Corporate office","2761723820495890263","Lambells Lagoon","AU","0x2cc0a9ddb2f7d17f:0x26539d2eb8646757","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqtVZdlDKligj_OtnDJ6wtEe1rH8k6CmttQb_5cgf47_0TiZKpDHROucXINyGz_jSqskHfY5S4M0Co1kqlSoJIqICxRLUuT-LYwl3QWPp_a5y-UkdG69j68NZR-AFLr6OJGXocf=w408-h306-k-no","false","true","en","0","-12.6164333","131.2537318","Alice Kimberley",,"en","false","ChIJf9H3st2pwCwRV2dkuC6dUyY","0822",,"a year ago","2024-08-14T11:52:40.843Z",,,,"ChdDSUhNMG9nS0VJQ0FnSUM3c29HLTdBRRAB","https://lh3.googleusercontent.com/geougc-cs/AB3l90D8nk7AYWTuCp-o_wh5j9O9RnJ1tm2MiWtyaVHJxglp41c8NTIvYICFynGmRK_fk9ruqQt6r_gEFVmf5lOLO61pEKBiATIfFLz1pqeHY9Ow2t7SY-eq3W04ThnJyGP_78hCnIY","https://lh3.googleusercontent.com/geougc-cs/AB3l90DjZrWJuG5Q9FmKUF2P1HKq3HFmcxYI1pS-0PcaMsEgw_Zt2PO937tpDG_YJ56n1W9K8wA-ZRnIiOsXp3XRSco40PtY_80x1YeAKLVQQESIo9iX8QPT7bWrYR0hM225UmUasePf6g","https://lh3.googleusercontent.com/geougc-cs/AB3l90BViQpJqPWBSvSGKK-0ipHwMwATqe9q4n1G8Rwp0juXJpaCk4Rr4lCbwOoxw17cfcCdwTc3n8teG1wPhOCj58sw-hbQlYick1RS-y_Zv03gGL4VA45CMZifjPofu_P71oCoAPc","https://lh3.googleusercontent.com/geougc-cs/AB3l90AnpAWarYxx_4x8cvTx-c4lyeMask4Htbvc4SsQ2f-46ose-mICnFw21UP2OpHpE-8mr-H7OJPHvkbuhA2t_yXFapQJ4NoBD2Mw_16i0dU_Z6NnQbpSHd26E8Rztn7ApUPHxS3psg","https://lh3.googleusercontent.com/geougc-cs/AB3l90C8RcMyiLYQWQRsPhHpYwak0ZOJWWGqyC80yf5oZgIVwe_p-Np-oKFgva4nM4_a8WSjA67msj3PYn3dI3TLcRkZ4UGcvJEBY86nuITtmdZ0Hn8xXQ7pqLfholJfKcYFogQNIY4h","https://lh3.googleusercontent.com/geougc-cs/AB3l90DVVD7jjREkAVCToSWyoQ95IQJ748sN8Ewykjqmonl2kN463WxQEAAIc1dHFfN4stEIOl4qmcBAcfFyJTb1SSDD3Y6KMTE9kzRGoKxndXo_AZEUkwV5q_UCC-I8JBT0478IS8XvwA","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM3c29HLTdBRRAB!2m1!1s0x0:0x26539d2eb8646757!3m1!1s2@1:CIHM0ogKEICAgIC7soG-7AE%7C%7C?hl=en","105103998008783399984","62","https://lh3.googleusercontent.com/a-/ALV-UjUEBOX1dB2kLATNSQWzYhg4GYeD_yIysiS-ZEVb8qj32qrS6Nes=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/105103998008783399984?hl=en","31","2025-09-22T03:31:37.090Z","Direct Detail URL: https://www.google.com/maps/place/Pudakul+Aboriginal+Cultural+Tours/@-12.6164333,131.2511569,17z/data=!4m8!3m7!1s0x2cc0a9ddb2f7d17f:0x26539d2eb8646757!8m2!3d-12.6164333!4d131.2537318!9m1!1b1!16s%2Fg%2F11b66sm5jm?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory","2053 Arnhem Hwy","false","Most beautiful homeland. Definitely worth visiting. Graham is so intelligent, generous with his wisdom and life experience",,"Pudakul Aboriginal Cultural Tours","4.7",,"https://www.google.com/maps/search/?api=1&query=Pudakul%20Aboriginal%20Cultural%20Tours&query_place_id=ChIJf9H3st2pwCwRV2dkuC6dUyY",
"2053 Arnhem Hwy, Lambells Lagoon NT 0822, Australia","Corporate office","Tour agency","Corporate office","2761723820495890263","Lambells Lagoon","AU","0x2cc0a9ddb2f7d17f:0x26539d2eb8646757","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqtVZdlDKligj_OtnDJ6wtEe1rH8k6CmttQb_5cgf47_0TiZKpDHROucXINyGz_jSqskHfY5S4M0Co1kqlSoJIqICxRLUuT-LYwl3QWPp_a5y-UkdG69j68NZR-AFLr6OJGXocf=w408-h306-k-no","false","false","en","0","-12.6164333","131.2537318","glenn bennetts",,"en","false","ChIJf9H3st2pwCwRV2dkuC6dUyY","0822",,"a year ago","2024-08-14T03:19:23.937Z",,,,"ChZDSUhNMG9nS0VJQ0FnSUM3b29IekVBEAE",,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM3b29IekVBEAE!2m1!1s0x0:0x26539d2eb8646757!3m1!1s2@1:CIHM0ogKEICAgIC7ooHzEA%7C%7C?hl=en","105812787107864837796","1","https://lh3.googleusercontent.com/a/ACg8ocIc3LQJ1OWHXp_-W9oGgvYceRbR6Ld9iodrY0fYTMQVFnfs4A=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105812787107864837796?hl=en","31","2025-09-22T03:31:37.090Z","Direct Detail URL: https://www.google.com/maps/place/Pudakul+Aboriginal+Cultural+Tours/@-12.6164333,131.2511569,17z/data=!4m8!3m7!1s0x2cc0a9ddb2f7d17f:0x26539d2eb8646757!8m2!3d-12.6164333!4d131.2537318!9m1!1b1!16s%2Fg%2F11b66sm5jm?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory","2053 Arnhem Hwy","false","Graham is so inspirational , if only there were hundreds more of him sharing their knowledge and wisdom .",,"Pudakul Aboriginal Cultural Tours","4.7",,"https://www.google.com/maps/search/?api=1&query=Pudakul%20Aboriginal%20Cultural%20Tours&query_place_id=ChIJf9H3st2pwCwRV2dkuC6dUyY",
"2053 Arnhem Hwy, Lambells Lagoon NT 0822, Australia","Corporate office","Tour agency","Corporate office","2761723820495890263","Lambells Lagoon","AU","0x2cc0a9ddb2f7d17f:0x26539d2eb8646757","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqtVZdlDKligj_OtnDJ6wtEe1rH8k6CmttQb_5cgf47_0TiZKpDHROucXINyGz_jSqskHfY5S4M0Co1kqlSoJIqICxRLUuT-LYwl3QWPp_a5y-UkdG69j68NZR-AFLr6OJGXocf=w408-h306-k-no","false","true","en","0","-12.6164333","131.2537318","Carola Hinz",,"en","false","ChIJf9H3st2pwCwRV2dkuC6dUyY","0822",,"a year ago","2024-07-22T10:13:40.030Z",,,,"ChZDSUhNMG9nS0VJQ0FnSUNia08tUk1nEAE","https://lh3.googleusercontent.com/geougc-cs/AB3l90B7P3CntKvCseBbh_hrsucLVS6k6zDydrTDif7wDutmDdt7HUbzljqNKvJVmA0eNIluvYzf2O0mULEkRzUJE-hRLWBnY_ajAv_zwcnaHxF-sRpX3WXGc8GY8425KlWsIZshecbyhA","https://lh3.googleusercontent.com/geougc-cs/AB3l90A6UqazCwZqlDd3yI09U9bk7CqLAqe0kq-_W8OeA9kedjvIZnkVbraI11-Yp1zwbtkC30EpmkC8tEXjg8emxpAfnGyMufutnoX3Sjy4UidSSG0QUfUlGdSKeGMzAOAgSSrcWBub",,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNia08tUk1nEAE!2m1!1s0x0:0x26539d2eb8646757!3m1!1s2@1:CIHM0ogKEICAgICbkO-RMg%7C%7C?hl=en","100474633021546209891","521","https://lh3.googleusercontent.com/a-/ALV-UjXxa4xaT5nkN5njYjvV4bNLBGvmrnS_ntG1uW2J079QX9RddZdM=s1920-c-rp-mo-ba5-br100","https://www.google.com/maps/contrib/100474633021546209891?hl=en","31","2025-09-22T03:31:37.090Z","Direct Detail URL: https://www.google.com/maps/place/Pudakul+Aboriginal+Cultural+Tours/@-12.6164333,131.2511569,17z/data=!4m8!3m7!1s0x2cc0a9ddb2f7d17f:0x26539d2eb8646757!8m2!3d-12.6164333!4d131.2537318!9m1!1b1!16s%2Fg%2F11b66sm5jm?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","2","Northern Territory","2053 Arnhem Hwy","false","Unfortunatelly closed without any information. May the reason could be a bush fire.
Hopefully everybody is fine.",,"Pudakul Aboriginal Cultural Tours","4.7",,"https://www.google.com/maps/search/?api=1&query=Pudakul%20Aboriginal%20Cultural%20Tours&query_place_id=ChIJf9H3st2pwCwRV2dkuC6dUyY",
"2053 Arnhem Hwy, Lambells Lagoon NT 0822, Australia","Corporate office","Tour agency","Corporate office","2761723820495890263","Lambells Lagoon","AU","0x2cc0a9ddb2f7d17f:0x26539d2eb8646757","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqtVZdlDKligj_OtnDJ6wtEe1rH8k6CmttQb_5cgf47_0TiZKpDHROucXINyGz_jSqskHfY5S4M0Co1kqlSoJIqICxRLUuT-LYwl3QWPp_a5y-UkdG69j68NZR-AFLr6OJGXocf=w408-h306-k-no","false","true","en","0","-12.6164333","131.2537318","J28",,"en","false","ChIJf9H3st2pwCwRV2dkuC6dUyY","0822",,"a year ago","2024-07-16T05:22:14.597Z",,,,"ChdDSUhNMG9nS0VJQ0FnSURyZ3RXUml3RRAB",,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURyZ3RXUml3RRAB!2m1!1s0x0:0x26539d2eb8646757!3m1!1s2@1:CIHM0ogKEICAgIDrgtWRiwE%7C%7C?hl=en","115836036839474875516","36","https://lh3.googleusercontent.com/a/ACg8ocIY1iB6ttMCRkmZGmRaiF3JCMzQ3F36-H7Ajr5c8ZlaSUyv9w=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/115836036839474875516?hl=en","31","2025-09-22T03:31:37.090Z","Direct Detail URL: https://www.google.com/maps/place/Pudakul+Aboriginal+Cultural+Tours/@-12.6164333,131.2511569,17z/data=!4m8!3m7!1s0x2cc0a9ddb2f7d17f:0x26539d2eb8646757!8m2!3d-12.6164333!4d131.2537318!9m1!1b1!16s%2Fg%2F11b66sm5jm?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory","2053 Arnhem Hwy","false","Highly recommend this tour!!

It was a wonderfully peaceful and positive experience with humor and knowledge shared in equal parts.

Valuable insights were shared by Graham and Lynette and family on importance of caring for the land and animals. The tour included music, painting, plants, and weaving.
Something of interest for all ages and knowledge levels.",,"Pudakul Aboriginal Cultural Tours","4.7",,"https://www.google.com/maps/search/?api=1&query=Pudakul%20Aboriginal%20Cultural%20Tours&query_place_id=ChIJf9H3st2pwCwRV2dkuC6dUyY",
"2053 Arnhem Hwy, Lambells Lagoon NT 0822, Australia","Corporate office","Tour agency","Corporate office","2761723820495890263","Lambells Lagoon","AU","0x2cc0a9ddb2f7d17f:0x26539d2eb8646757","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqtVZdlDKligj_OtnDJ6wtEe1rH8k6CmttQb_5cgf47_0TiZKpDHROucXINyGz_jSqskHfY5S4M0Co1kqlSoJIqICxRLUuT-LYwl3QWPp_a5y-UkdG69j68NZR-AFLr6OJGXocf=w408-h306-k-no","false","true","en","0","-12.6164333","131.2537318","Stephen Cattanach",,"en","false","ChIJf9H3st2pwCwRV2dkuC6dUyY","0822",,"a year ago","2024-07-08T00:58:53.652Z",,,,"ChZDSUhNMG9nS0VJQ0FnSUNyb1pMVEZnEAE","https://lh3.googleusercontent.com/geougc-cs/AB3l90CjYMPuhPJGjG_m5XzN3J_4VVnRUgdF2CGRKXEy6VvX4MBXSsOuq3F-HQILeGiCNsUs9OTpWAYYe6U9MSzV58fS9Jo2hXwdOFaPHBawM-qBWnExwvk1O3RnmnuDerBxHcf5NJQI4g","https://lh3.googleusercontent.com/geougc-cs/AB3l90CxdGB03WlH_TBaMONyjr7sHR_t8yJovqnbjrPiyPoJnwJAvfo4tdlakE-Swj9UU699QZOMU9FL8fFlUWRKbFnq5N00YseykU5dT7lhjK4PAuHBt9ZLQnXOxnqBIOlVh2o6a-o",,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNyb1pMVEZnEAE!2m1!1s0x0:0x26539d2eb8646757!3m1!1s2@1:CIHM0ogKEICAgICroZLTFg%7C%7C?hl=en","111005389742407269330","20","https://lh3.googleusercontent.com/a-/ALV-UjXUF9IfCK_6XXbiIDFW1-kRqGELte4z_Vv3wqmxINSTw2Eqr8w0xQ=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/111005389742407269330?hl=en","31","2025-09-22T03:31:37.090Z","Direct Detail URL: https://www.google.com/maps/place/Pudakul+Aboriginal+Cultural+Tours/@-12.6164333,131.2511569,17z/data=!4m8!3m7!1s0x2cc0a9ddb2f7d17f:0x26539d2eb8646757!8m2!3d-12.6164333!4d131.2537318!9m1!1b1!16s%2Fg%2F11b66sm5jm?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory","2053 Arnhem Hwy","false","Well worth the effort. Graham and his daughter and family are great communicators with a good sense of humour. Memorable and entertaining",,"Pudakul Aboriginal Cultural Tours","4.7",,"https://www.google.com/maps/search/?api=1&query=Pudakul%20Aboriginal%20Cultural%20Tours&query_place_id=ChIJf9H3st2pwCwRV2dkuC6dUyY",
"2053 Arnhem Hwy, Lambells Lagoon NT 0822, Australia","Corporate office","Tour agency","Corporate office","2761723820495890263","Lambells Lagoon","AU","0x2cc0a9ddb2f7d17f:0x26539d2eb8646757","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqtVZdlDKligj_OtnDJ6wtEe1rH8k6CmttQb_5cgf47_0TiZKpDHROucXINyGz_jSqskHfY5S4M0Co1kqlSoJIqICxRLUuT-LYwl3QWPp_a5y-UkdG69j68NZR-AFLr6OJGXocf=w408-h306-k-no","false","true","en","0","-12.6164333","131.2537318","Martin Evans",,"en","false","ChIJf9H3st2pwCwRV2dkuC6dUyY","0822",,"a year ago","2024-06-15T12:03:21.148Z",,,,"ChdDSUhNMG9nS0VJQ0FnSUNMNUlLX213RRAB",,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNMNUlLX213RRAB!2m1!1s0x0:0x26539d2eb8646757!3m1!1s2@1:CIHM0ogKEICAgICL5IK_mwE%7C%7C?hl=en","113772253176802775913","17","https://lh3.googleusercontent.com/a/ACg8ocKs705q5jB-HG17-cxXOP-yhlToEq9RvWNuXffUEhk4D-XkwQ=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/113772253176802775913?hl=en","31","2025-09-22T03:31:37.090Z","Direct Detail URL: https://www.google.com/maps/place/Pudakul+Aboriginal+Cultural+Tours/@-12.6164333,131.2511569,17z/data=!4m8!3m7!1s0x2cc0a9ddb2f7d17f:0x26539d2eb8646757!8m2!3d-12.6164333!4d131.2537318!9m1!1b1!16s%2Fg%2F11b66sm5jm?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory","2053 Arnhem Hwy","false","Graham was a fantastic host. The knowledge was awesome. The experience was a must. Not a token tourist attraction. This is the real deal.",,"Pudakul Aboriginal Cultural Tours","4.7",,"https://www.google.com/maps/search/?api=1&query=Pudakul%20Aboriginal%20Cultural%20Tours&query_place_id=ChIJf9H3st2pwCwRV2dkuC6dUyY",
"2053 Arnhem Hwy, Lambells Lagoon NT 0822, Australia","Corporate office","Tour agency","Corporate office","2761723820495890263","Lambells Lagoon","AU","0x2cc0a9ddb2f7d17f:0x26539d2eb8646757","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqtVZdlDKligj_OtnDJ6wtEe1rH8k6CmttQb_5cgf47_0TiZKpDHROucXINyGz_jSqskHfY5S4M0Co1kqlSoJIqICxRLUuT-LYwl3QWPp_a5y-UkdG69j68NZR-AFLr6OJGXocf=w408-h306-k-no","false","false","en","0","-12.6164333","131.2537318","Lucy Towers",,"en","false","ChIJf9H3st2pwCwRV2dkuC6dUyY","0822",,"a year ago","2024-03-31T23:02:06.120Z",,,,"ChdDSUhNMG9nS0VJQ0FnSUNEZ19fend3RRAB","https://lh3.googleusercontent.com/geougc-cs/AB3l90CsFkNsGJvjkUeAxQ5IqrDj5pv36-0T94LazMtSGuVcwQyhw-50ZFIK02DJtJ9xRFSzisPP5IoG6_aPHgMDVYivaXtCaxgxUwASXcl4nK0t3ycOA-04fvS90d7Vd3OAKhG4K4c","https://lh3.googleusercontent.com/geougc-cs/AB3l90AMacpyuU69qMK5VXBxsRPI_t090JRm8uKneQeB1Hs3rsidp_lS_VbgVwHjp-4bR87tuH9soS2Bvl6by5Y9bBFZLRcGePNyWSb1OCZoW7pvlT1ls_I17So4HDGrnghA8d2BsHRp","https://lh3.googleusercontent.com/geougc-cs/AB3l90Dg_pOTXrWT7DBoCSNgqjkkfWcfzqs5OQTARvut19x0nhb6_BvrgIzaEf2MKfHUpwUHf3ikgswRb89Pz-j8Jpk0RACkQsQ7Ry24RjwvFQEdm7n9DFfeF6u_Q7VrorecHNTLmdR6","https://lh3.googleusercontent.com/geougc-cs/AB3l90DmW29S5PcswRjIdO5tsBfXVEVacMpMgihVcFA3gv1EPrEetz5kbnJpOVuFDQbGp44N75Yw-KNpVxV588IGVXPY5Cg-fZB14zcnH54yvh_L1i6yC5k2HY7HXWqL5pydHGTHvsbu9g","https://lh3.googleusercontent.com/geougc-cs/AB3l90B3u95r2FGb4tmdivpVgbf3Td7kH2oJY7HnszJOoVv6P926AJ5Lp-wp0dWh2f0mVU77Yc2RJeqa8ke7WZIUwhYoDKkNEkzIQfY1LKGeu2Fgsd0Y22jUuYcJu8kAsA1gvVrAe64T",,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNEZ19fend3RRAB!2m1!1s0x0:0x26539d2eb8646757!3m1!1s2@1:CIHM0ogKEICAgICDg__zwwE%7C%7C?hl=en","104906055833825977889","5","https://lh3.googleusercontent.com/a/ACg8ocJmSGwLW3BmX9xHxj-Xs0_cqLHT5GmMdRG8Pr3H35Oei7ybcQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/104906055833825977889?hl=en","31","2025-09-22T03:31:37.090Z","Direct Detail URL: https://www.google.com/maps/place/Pudakul+Aboriginal+Cultural+Tours/@-12.6164333,131.2511569,17z/data=!4m8!3m7!1s0x2cc0a9ddb2f7d17f:0x26539d2eb8646757!8m2!3d-12.6164333!4d131.2537318!9m1!1b1!16s%2Fg%2F11b66sm5jm?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory","2053 Arnhem Hwy","false","We are grateful for the time we got to spend at the sacred Pudakul site. Graham was very generous with his teachings to share his cultural knowledge and experiences with our large family group. Graham was very engaging with the kids, which further contributed to the enjoyment of the group. Graham’s daughter was also a wealth of knowledge and we loved her stories from the female perspective.
We all thoroughly enjoyed this tour, and would highly recommend as a must-do activity for anyone visiting Darwin.",,"Pudakul Aboriginal Cultural Tours","4.7",,"https://www.google.com/maps/search/?api=1&query=Pudakul%20Aboriginal%20Cultural%20Tours&query_place_id=ChIJf9H3st2pwCwRV2dkuC6dUyY",
"2053 Arnhem Hwy, Lambells Lagoon NT 0822, Australia","Corporate office","Tour agency","Corporate office","2761723820495890263","Lambells Lagoon","AU","0x2cc0a9ddb2f7d17f:0x26539d2eb8646757","https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqtVZdlDKligj_OtnDJ6wtEe1rH8k6CmttQb_5cgf47_0TiZKpDHROucXINyGz_jSqskHfY5S4M0Co1kqlSoJIqICxRLUuT-LYwl3QWPp_a5y-UkdG69j68NZR-AFLr6OJGXocf=w408-h306-k-no","false","true","en","0","-12.6164333","131.2537318","Tarizma Kenyon",,"en","false","ChIJf9H3st2pwCwRV2dkuC6dUyY","0822",,"a year ago","2023-12-29T15:00:52.934Z",,,,"ChZDSUhNMG9nS0VJQ0FnSUMxdG9meUNBEAE",,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMxdG9meUNBEAE!2m1!1s0x0:0x26539d2eb8646757!3m1!1s2@1:CIHM0ogKEICAgIC1tofyCA%7C%7C?hl=en","111133410603005698967","11","https://lh3.googleusercontent.com/a/ACg8ocLCsIXoJAvSZd4CHHMRglE8xR6XvYxiC9wHRFJdvVYOw3a23g=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/111133410603005698967?hl=en","31","2025-09-22T03:31:37.090Z","Direct Detail URL: https://www.google.com/maps/place/Pudakul+Aboriginal+Cultural+Tours/@-12.6164333,131.2511569,17z/data=!4m8!3m7!1s0x2cc0a9ddb2f7d17f:0x26539d2eb8646757!8m2!3d-12.6164333!4d131.2537318!9m1!1b1!16s%2Fg%2F11b66sm5jm?entry=ttu&g_ep=EgoyMDI1MDkxNy4wIKXMDSoASAFQAw%3D%3D","5","Northern Territory","2053 Arnhem Hwy","false","Great cultural experience great for kids friendly guides",,"Pudakul Aboriginal Cultural Tours","4.7",,"https://www.google.com/maps/search/?api=1&query=Pudakul%20Aboriginal%20Cultural%20Tours&query_place_id=ChIJf9H3st2pwCwRV2dkuC6dUyY",
