review_title,place_url,rating,review_text,sentiment,p_negative,p_neutral,p_positive,sentiment_label,topic_id
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5.0,Lovely crew! Beautiful and romantic experience 🥰,0.9997757077217102,0.00011212679964955896,0.0,0.9998878240585327,positive,2
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5.0,"Wow! Soooo good, enjoyed the tour and learnt a bit more about Darwin, beautiful boat, great dinner! 😁👍Thank you",0.9997006058692932,0.0001496961631346494,0.0,0.9998502731323242,positive,6
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5.0,An amazing evening! Penny and the girls were great. I'll be recommending this cruise to everyone. And the fish and chips were fresh and hot. Totally worth it and I look forward to doing it again. Well done (girl) team 🙌,0.999762773513794,0.00011863085819641128,0.0,0.999881386756897,positive,1
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5.0,"Awesome cruise, lovely food, great hosts and friendly staff.
Highly recommend whilst visiting Darwin.",0.9997613430023193,0.00011931835615541786,0.0,0.9998806715011597,positive,2
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5.0,The captain gave a detailed introduction to Darwin. The meals were delicious. We even had a small fish feeding activity along the way. My family was very satisfied with this trip.,0.9996700286865234,0.0001649606419960037,0.0,0.9998350143432617,positive,1
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5.0,This dinner cruise was excellent.   The team on the Spirit of Darwin were friendly and professional and went over and above to make sure we had a great time.  The commentary was really interesting and the quality of the sound system was actually fantastic compared with what can often be the case on such cruises.   I loved the beanbags on the front deck; it gave it more of a 'cruising' feel rather than sitting inside the whole time.   The food was great and there was a really good variety of drinks available for purchase.   Overall a memorable evening.,0.9997023940086365,0.0001488041307311505,0.0,0.9998512268066406,positive,0
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5.0,"My partner organized this as a surprise for my birthday last night. We were both highly impressed, awesome crew so happy to have a chat, food was amazing and the sunset was beautiful. Cannot recommend this highly enough!",0.9997372627258301,0.00013137083442416042,0.0,0.999868631362915,positive,2
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5.0,"What a hidden gem! This family-owned and operated cruise was the perfect ending to our travels in Darwin. Would recommend to all my friends but none of them are Aussies!!! Great tour of the city and wonderful views, we enjoyed our literal last minute booking and dinner with the cruise staff being fun to talk with and extremely knowledgable. Dinner was extra tasty and the appetizers as we cruised were a nice bonus. Highly recommend versus other cruises!!!! Thanks",0.9995723962783813,0.00021382291743066162,0.0,0.9997861981391907,positive,0
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5.0,Great value. Excellent dinner. Fish feeding a bonus. Well done. Highly recommend.,0.9997370839118958,0.000131442749989219,0.0,0.9998685121536255,positive,2
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5.0,Absolutely the most beautiful sunset I’ve ever seen. You watch the sun going down and the magnificent colours of the sunset. They are the most brilliant comours.,0.9996748566627502,0.00016252782370429486,0.0,0.9998373985290527,positive,7
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,5.0,"Great atmosphere from the first moment  Friendly welcoming staff. Food was fresh and delicious.  Drinks were cold and good value.
Commentary and cruise was very relaxing and informative.  I would definitely put this on the must do for Darwin",0.9996986389160156,0.00015067656931933016,0.0,0.9998493194580078,positive,2
Spirit of Darwin Sunset Dinner Cruise | Darwin’s most affordable Dinner cruise,https://www.google.com/maps/search/?api=1&query=Spirit%20of%20Darwin%20Sunset%20Dinner%20Cruise%20%7C%20Darwin%E2%80%99s%20most%20affordable%20Dinner%20cruise&query_place_id=ChIJESgQdhuRwCwR-dBkK4jB5fE,1.0,"I am certain that your cruises are exceptional, but why would you obstruct the view of the sunset from the primary Cable beach viewing point? There are numerous individuals on the beach; therefore, I kindly request that you move slightly to the side of the main viewing platform for the benefit of others.",-0.8569849133491516,0.9284924268722534,0.0,0.07150750607252121,negative,7
